,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0007080,GO:0007080,mitotic metaphase chromosome alignment,23/1349,63/28928,0.365079365,7.828773812,12.00039764,3.12404594179443e-15,1.17850188373383e-13,9.17830527871655e-14,Cdk1/Ccnb1/Chmp6/Spdl1/Ndc80/Cdca8/Chmp4b/Hnrnpu/Incenp/Kpnb1/Cul3/Birc5/Cdc23/Pibf1/Nudc/Kat5/Cdt1/Ska2/Ttk/Chmp3/Chmp7/Dctn2/Ska3,23
GO:0006119,GO:0006119,oxidative phosphorylation,35/1349,154/28928,0.227272727,4.873643777,10.65978232,4.10391787554419e-15,1.53565959213912e-13,1.19598897001216e-13,Cdk1/Ccnb1/Ndufs2/Ndufa1/Cox5b/Uqcrc1/Uqcr10/Cox7b/Cox8a/Ndufa13/Fxn/Ndufa2/Cox6c/Ndufb6/Ndufc2/Cycs/Cox6b1/Uqcrfs1/Ndufb8/Ndufaf1/Coa6/Ndufs7/Ndufb7/Iscu/Ndufa6/Ndufv2/Cyc1/Cox5a/Ndufa8/Uqcrc2/Ndufb9/Ndufa3/Uqcrq/Ndufa11/Ndufb10,35
GO:1901991,GO:1901991,negative regulation of mitotic cell cycle phase transition,39/1349,191/28928,0.204188482,4.378624461,10.36106282,5.05397966459617e-15,1.8760372514981e-13,1.46107892114178e-13,Cdk1/Ccnb1/Plk1/Bub3/Wee1/Rpa2/Spdl1/Topbp1/Ndc80/Pcid2/Cdc73/Pkmyt1/Cdca8/Knl1/Orc1/Nop53/Chek1/Rad21/Ints3/Ik/Hus1/Incenp/Clspn/Birc5/Mad2l1/Brca1/Rad17/Cep192/Mbtps1/Ttk/Ccnd1/Fbxo5/Prpf4b/Tpr/Zfp830/Bub1b/Cdc20/Ska3/Atr,39
GO:0015980,GO:0015980,energy derivation by oxidation of organic compounds,57/1349,380/28928,0.15,3.216604893,9.619680699,6.44477051348639e-15,2.37331231607753e-13,1.84836233690884e-13,Cdk1/Ccnb1/Ndufs2/Ndufa1/Cox5b/Uqcrc1/Uqcr10/Cox7b/Pnpt1/Cox8a/Slc25a12/Ndufa13/Fxn/Ndufa2/Cox6c/Sod2/Ndufb6/Mybbp1a/Ndufc2/Cycs/Cox6b1/Uqcrfs1/Ndufb8/Ndufaf1/Coa6/Ndufs7/Got2/Nop53/Ndufb7/Dlst/Iscu/Mtor/Ndufa6/Ndufv2/Gfpt1/Pdha1/Cyc1/Mup1/Aco2/Arl2/Cox5a/Pik3ca/Ndufa8/Uqcrc2/Ppp1r2/Ndufb9/Adsl/Prelid1/Cs/Ndufa3/Uqcrq/Ogdh/Cox10/Ppp1cb/Ndufa11/Ptges3/Ndufb10,57
GO:0045839,GO:0045839,negative regulation of mitotic nuclear division,23/1349,65/28928,0.353846154,7.587888464,11.7598179,6.89941715340846e-15,2.52073193636341e-13,1.96317439599264e-13,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Chek1/Rad21/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Fgfr2/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,23
GO:1901989,GO:1901989,positive regulation of cell cycle phase transition,31/1349,123/28928,0.25203252,5.404593586,10.82661948,7.17830108621313e-15,2.60213414375226e-13,2.02657135106659e-13,Rrm1/Cdk1/Ccnb1/Rrm2/Paf1/Aurka/Anapc11/Sin3a/Cdc73/Stil/Mepce/Plrg1/Dbf4/Gli1/Rpl17/Brd4/Rad51c/Cul3/Birc5/Cdc23/Rptor/Ppp1r10/Anapc5/Ccnd1/Fbxo5/Lsm11/Lsm10/Cdc7/Sass6/Cdc20/Ska3,31
GO:0000956,GO:0000956,nuclear-transcribed mRNA catabolic process,31/1349,124/28928,0.25,5.361008154,10.76315899,9.14887646974223e-15,3.26544513996953e-13,2.54316541867409e-13,Eif4a3/Ncbp2/Exosc3/Polr2g/Upf1/Rbm8a/Exosc8/Pelo/Ncbp1/Magoh/Etf1/Hnrnpu/Pabpc1/Ddx5/Mrto4/Mtpap/Eif3e/Lsm4/Exosc2/Xrn2/Exosc7/Dhx36/Smg1/Exosc5/Gspt1/Ptbp1/Ago2/Exosc9/Rnps1/Exosc10/Cnot3,31
GO:0050000,GO:0050000,chromosome localization,31/1349,124/28928,0.25,5.361008154,10.76315899,9.14887646974223e-15,3.26544513996953e-13,2.54316541867409e-13,Cdk1/Ccnb1/Bub3/Dync1h1/Chmp6/Spdl1/Ndc80/Cdca8/Sgo1/Chmp4b/Hnrnpu/Knl1/Incenp/Kpnb1/Cul3/Birc5/Cdc23/Pibf1/Ect2/Nudc/Kat5/Numa1/Cdt1/Spag5/Ska2/Ttk/Chmp3/Chmp7/Dctn2/Actr2/Ska3,31
GO:0051303,GO:0051303,establishment of chromosome localization,30/1349,117/28928,0.256410256,5.498469902,10.78318358,1.18050334207775e-14,4.18132481468759e-13,3.25646281506863e-13,Cdk1/Ccnb1/Bub3/Dync1h1/Chmp6/Spdl1/Ndc80/Cdca8/Sgo1/Chmp4b/Hnrnpu/Knl1/Incenp/Kpnb1/Cul3/Birc5/Cdc23/Pibf1/Ect2/Nudc/Kat5/Numa1/Cdt1/Spag5/Ska2/Ttk/Chmp3/Chmp7/Dctn2/Ska3,30
GO:0000462,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",17/1349,33/28928,0.515151515,11.04692589,12.77165665,1.21337895897562e-14,4.26521088609613e-13,3.3217942313902e-13,Heatr1/Rps19/Rps21/Nol10/Utp4/Dhx37/Bysl/Dcaf13/Tsr1/Pwp2/Tbl3/Abt1/Utp23/Kri1/Tsr2/Wdr46/Rps8,17
GO:0006406,GO:0006406,mRNA export from nucleus,24/1349,74/28928,0.324324324,6.954821389,11.34357642,1.70216267679183e-14,5.90639935336112e-13,4.59997027678964e-13,Eif4a3/Thoc3/Nup93/Ncbp2/Xpo1/Rbm8a/Nup85/Ncbp1/Pcid2/Magoh/Nxf1/Nup155/Supt6/Pabpn1/Nup160/Nup88/Alyref/Nup107/Nup214/Gle1/Thoc1/Eif4e/Tpr/Ythdc1,24
GO:0033046,GO:0033046,negative regulation of sister chromatid segregation,21/1349,55/28928,0.381818182,8.187721545,11.80035434,1.74391532631568e-14,5.90639935336112e-13,4.59997027678964e-13,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Rad21/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,21
GO:0033048,GO:0033048,negative regulation of mitotic sister chromatid segregation,21/1349,55/28928,0.381818182,8.187721545,11.80035434,1.74391532631568e-14,5.90639935336112e-13,4.59997027678964e-13,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Rad21/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,21
GO:0045841,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,21/1349,55/28928,0.381818182,8.187721545,11.80035434,1.74391532631568e-14,5.90639935336112e-13,4.59997027678964e-13,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Rad21/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,21
GO:2000816,GO:2000816,negative regulation of mitotic sister chromatid separation,21/1349,55/28928,0.381818182,8.187721545,11.80035434,1.74391532631568e-14,5.90639935336112e-13,4.59997027678964e-13,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Rad21/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,21
GO:0022900,GO:0022900,electron transport chain,31/1349,127/28928,0.244094488,5.234370166,10.57682487,1.86446621483606e-14,6.26892988176762e-13,4.8823131316035e-13,Cdk1/Ndor1/Ccnb1/Ndufs2/Cox5b/Uqcrc1/Uqcr10/Cox7b/Cox8a/Slc25a12/Sod2/Ndufb6/Mybbp1a/Ndufc2/Cycs/Uqcrfs1/Ndufb8/Ndufaf1/Coa6/Ndufs7/Got2/Iscu/Fdx2/Thap11/Ndufv2/Cyc1/Cox5a/Ndufa8/Uqcrc2/Ndufb9/Uqcrq,31
GO:0032392,GO:0032392,DNA geometric change,24/1349,75/28928,0.32,6.862090437,11.24232338,2.39328136150285e-14,7.98908310602391e-13,6.22198781828042e-13,Gins2/Dna2/Rad51/Upf1/Ruvbl2/Rfc3/Gins1/Top2a/Mcm5/Rfc4/Rfc5/Twnk/Mcm3/Supv3l1/Ruvbl1/Rfc2/Ercc3/Gins3/Cdc45/Mcm4/Mcm2/Dhx36/Chd8/Gins4,24
GO:0006282,GO:0006282,regulation of DNA repair,41/1349,220/28928,0.186363636,3.996387897,9.866799906,2.71021905064461e-14,8.98244028213643e-13,6.99562556455861e-13,Sf3b5/Pcna/Plk1/Rad51/Ruvbl2/Yeats4/Ppp4c/Ino80/Rpa2/Rps3/Taf2/Actl6a/Taf5/Meaf6/Cdk9/Ruvbl1/Skp2/Trrap/Timeless/Chek1/Prmt1/Ube2n/Taf5l/Sgf29/Taf12/Smarca4/Actr8/Smarce1/Dmap1/Taf6/Brca1/Kat5/Pnkp/Taf7/C1qbp/Taf6l/Actr2/Trim28/Atr/Smarcb1/Taf10,41
GO:0001824,GO:0001824,blastocyst development,35/1349,164/28928,0.213414634,4.576470376,10.15828355,3.1144172890824e-14,1.02488625683279e-12,7.98192949116825e-13,Zpr1/Xab2/Rrm2/Gins1/Pelo/Sbds/Nle1/Psmc4/Actl6a/Bysl/Wdr74/Sf3b1/Ndufa2/Dad1/Supt6/Chek1/Brd4/Ncapg2/Smarca4/Cul3/Rtf1/Uspl1/Rpl7l1/Dicer1/Sf3b6/Suds3/Psmc3/Med21/Taf8/Zfp830/Rrp7a/Hcfc1/Smarcb1/Cnot3/Gins4,35
GO:0002183,GO:0002183,cytoplasmic translational initiation,19/1349,45/28928,0.422222222,9.054147105,11.95840009,3.43135952992818e-14,1.12123297315963e-12,8.732288559113e-13,Eif5/Eif3i/Ncbp2/Eif3g/Eif2b2/Ncbp1/Eif2s3x/Eif2b5/Eif3a/Eif3c/Eif2b4/Eif3f/Dhx29/Eif2b3/Eif3d/Eif3m/Eif3b/Eif3e/Eif2b1,19
GO:1902100,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,21/1349,57/28928,0.368421053,7.900433069,11.53323862,4.03981690365271e-14,1.30171878006587e-12,1.01379323320466e-12,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Rad21/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,21
GO:1905819,GO:1905819,negative regulation of chromosome separation,21/1349,57/28928,0.368421053,7.900433069,11.53323862,4.03981690365271e-14,1.30171878006587e-12,1.01379323320466e-12,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Rad21/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,21
GO:0097250,GO:0097250,mitochondrial respirasome assembly,29/1349,114/28928,0.254385965,5.455060929,10.54077912,4.07630965680389e-14,1.30441909017725e-12,1.01589626510401e-12,Ndufs2/Ndufa1/Uqcrc1/Ndufa13/Ndufa2/Ndufb6/Higd2a/Ndufc2/Ndufb8/Ndufaf1/Ndufs7/Ndufb7/Ndufaf7/Ndufaf8/Ndufa6/Sco1/Ndufa8/Uqcc1/Ndufb9/Ndufa3/Cox17/Atpaf2/Cox16/Tmem242/Tmem126b/Ndufa11/Coa5/Ndufb10/Acad9,29
GO:0071103,GO:0071103,DNA conformation change,25/1349,84/28928,0.297619048,6.382152565,10.92537416,4.56573831787338e-14,1.45102916403647e-12,1.13007784032151e-12,Gins2/Dna2/Rad51/Upf1/Ruvbl2/Rfc3/Gins1/Top2a/Mcm5/Rfc4/Rfc5/Twnk/Mcm3/Supv3l1/Ruvbl1/Rfc2/Ercc3/Gins3/Cdc45/Mcm4/Mcm2/Dhx36/Top3a/Chd8/Gins4,25
GO:0051784,GO:0051784,negative regulation of nuclear division,24/1349,77/28928,0.311688312,6.683854322,11.04526858,4.64542412041372e-14,1.46631074277004e-12,1.14197930579164e-12,Rad1/Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Chek1/Rad21/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Fgfr2/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,24
GO:0006360,GO:0006360,transcription by RNA polymerase I,23/1349,71/28928,0.323943662,6.946658453,11.09545191,6.15245148379945e-14,1.9288766814074e-12,1.5022308637186e-12,Heatr1/Taf1c/Dhx33/Mars1/Ubtf/Utp15/Smarca5/Sf3b1/Polr1d/Pdcd7/Mybbp1a/Ercc3/Nop53/Polr1a/Ttf1/Smarca4/Mtor/Rrn3/Wdr75/Actr6/Tbp/Dedd/Smarcb1,23
GO:0051984,GO:0051984,positive regulation of chromosome segregation,16/1349,31/28928,0.516129032,11.0678878,12.40398551,7.10044875174062e-14,2.21114645691788e-12,1.7220657410615e-12,Cdk1/Ccnb1/Smc6/Smc4/Ncaph2/Smc2/Cdca8/Ncapd2/Hnrnpu/Ncapg2/Incenp/Birc5/Smc5/Kat5/Numa1/Ska3,16
GO:0006413,GO:0006413,translational initiation,31/1349,133/28928,0.233082707,4.998233166,10.22124531,7.24276628633027e-14,2.24042903790483e-12,1.7448713446296e-12,Eif5/Eif3i/Ncbp2/Polr2g/Eif3g/Eif2b2/Dhx33/Ncbp1/Eif2s3x/Eif1ad/Fech/Eif2b5/Eif3a/Eif3c/Eif2b4/Eif3f/Dhx29/Ppp1r15b/Eif2b3/Abce1/Eif3d/Eif3m/Mtor/Eif3b/Eif3e/LTO1/Eif4e/Eif2b1/Tpr/Ago2/Abcf1,31
GO:0031577,GO:0031577,spindle checkpoint signaling,21/1349,59/28928,0.355932203,7.632621779,11.27882306,8.99096590705359e-14,2.7446106453111e-12,2.13753365366447e-12,Ccnb1/Plk1/Bub3/Aurka/Spdl1/Ndc80/Pcid2/Stil/Cdca8/Knl1/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,21
GO:0051985,GO:0051985,negative regulation of chromosome segregation,21/1349,59/28928,0.355932203,7.632621779,11.27882306,8.99096590705359e-14,2.7446106453111e-12,2.13753365366447e-12,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Rad21/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,21
GO:0044839,GO:0044839,cell cycle G2/M phase transition,34/1349,161/28928,0.211180124,4.528553472,9.929577497,1.00101801777914e-13,3.03576706045439e-12,2.36428954594826e-12,Rrm1/Cdk1/Ccna2/Ccnb1/Plk1/Wee1/Taf2/Topbp1/Ndc80/Sin3a/Mastl/Pkmyt1/Ccnq/Skp2/Orc1/Nop53/Chek1/Rad21/Ints3/Brd4/Hus1/Rad51c/Clspn/Birc5/Brca1/Rad17/Paxip1/Mbtps1/Ccnd1/Fbxo5/Cdc7/Zfp830/Ctc1/Atr,34
GO:0032204,GO:0032204,regulation of telomere maintenance,27/1349,102/28928,0.264705882,5.676361575,10.46367864,1.07129653263911e-13,3.22780253989965e-12,2.51384893817503e-12,Cct4/Cct8/Cct3/Upf1/Ruvbl2/Tcp1/Ino80/Actl6a/Cct5/Hnrnpu/Ruvbl1/Nat10/Actr8/Ppp1r10/Dkc1/Ten1/Tinf2/Ylpm1/Pnkp/Dhx36/Smg1/Gnl3/Gnl3l/Ptges3/Ctc1/Atr/Exosc10,27
GO:0042073,GO:0042073,intraciliary transport,20/1349,54/28928,0.37037037,7.942234303,11.29304572,1.45222101681414e-13,4.347293882592e-12,3.38572139268111e-12,Ift46/Ttc21b/Fuz/Wdr19/Dync2h1/Ift88/Ift172/Ift140/Ift20/Wdpcp/Arl3/Kif3b/Wdr35/Ift27/Ift57/Traf3ip1/Ift52/Bbs1/Ift122/Ift74,20
GO:0042775,GO:0042775,mitochondrial ATP synthesis coupled electron transport,24/1349,81/28928,0.296296296,6.353787442,10.67140794,1.63504271594679e-13,4.86320397563662e-12,3.7875179783032e-12,Cdk1/Ccnb1/Ndufs2/Cox5b/Uqcrc1/Uqcr10/Cox7b/Cox8a/Ndufb6/Ndufc2/Cycs/Uqcrfs1/Ndufb8/Ndufaf1/Coa6/Ndufs7/Iscu/Ndufv2/Cyc1/Cox5a/Ndufa8/Uqcrc2/Ndufb9/Uqcrq,24
GO:0071174,GO:0071174,mitotic spindle checkpoint signaling,20/1349,55/28928,0.363636364,7.797830042,11.16025472,2.18240929348988e-13,6.42899923218352e-12,5.00697694285073e-12,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Stil/Cdca8/Knl1/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,20
GO:0006997,GO:0006997,nucleus organization,33/1349,156/28928,0.211538462,4.536237669,9.794609698,2.18918508337284e-13,6.42899923218352e-12,5.00697694285073e-12,Cdk1/Zpr1/Nup93/Plk1/Rps19/Chmp6/Nup205/H2bc1/Polr1b/Smarca5/Nup155/Chmp4b/Tardbp/Sf1/Ift88/Chek1/Nup54/Cdan1/Rrn3/Uspl1/Banf1/Nup107/Kat5/Vrk1/Actr6/Ankle2/Chmp3/Tpr/Pes1/Chmp7/Ahctf1/Atr/Usp36,33
GO:0071897,GO:0071897,DNA biosynthetic process,35/1349,175/28928,0.2,4.288806523,9.651263714,2.39530536697144e-13,6.99007352374054e-12,5.44394791447398e-12,Rrm1/Cct4/Ccna2/Pcna/Cct8/Cct3/Pole/Rfc3/Tcp1/Pold2/Cct5/Rfc4/Meaf6/Rfc5/Pole2/Hnrnpu/Rfc2/Chek1/Pold1/Nat10/Gfer/Pola1/Dkc1/Ten1/Sprtn/Tinf2/Pnkp/Polg2/Nop10/Gnl3l/Ptges3/Ctc1/Atr/Exosc10/Tk1,35
GO:0006457,GO:0006457,protein folding,36/1349,185/28928,0.194594595,4.172892834,9.575106998,2.60756779083022e-13,7.56194659340764e-12,5.8893290960001e-12,Zpr1/Cct4/Hspa5/Cct8/Cct3/Tcp1/Pdrg1/Hspa9/Tbcc/Cdc123/Tbcd/Ppil2/Grpel1/Hyou1/Cct5/Tbcb/Nudcd3/Pfdn5/Vbp1/Telo2/Tbca/Ranbp2/Hspe1/Ppwd1/Nudc/Pfdn1/Arl2/Pfdn2/Cdc37/Pfdn6/Hspd1/Dnaja3/Mkks/Ppie/Pdcl/Ptges3,36
GO:0042773,GO:0042773,ATP synthesis coupled electron transport,24/1349,83/28928,0.289156627,6.20068413,10.4937972,2.97276790786521e-13,8.56748018167366e-12,6.6724499690757e-12,Cdk1/Ccnb1/Ndufs2/Cox5b/Uqcrc1/Uqcr10/Cox7b/Cox8a/Ndufb6/Ndufc2/Cycs/Uqcrfs1/Ndufb8/Ndufaf1/Coa6/Ndufs7/Iscu/Ndufv2/Cyc1/Cox5a/Ndufa8/Uqcrc2/Ndufb9/Uqcrq,24
GO:0000959,GO:0000959,mitochondrial RNA metabolic process,19/1349,50/28928,0.38,8.148732394,11.18919651,3.42396163727825e-13,9.80690246726609e-12,7.63772599140755e-12,Hsd17b10/Kansl3/Pnpt1/Aars2/Tfb1m/Trnt1/Twnk/Mrpl12/Supv3l1/Kat8/Prorp/Sars2/Thap11/Polrmt/Mterf3/Lrpprc/Elac2/Dars2/Wars2,19
GO:0010639,GO:0010639,negative regulation of organelle organization,55/1349,393/28928,0.139949109,3.001073267,8.83362059,3.59022568019111e-13,1.02200289301146e-11,7.95947352928388e-12,Rad1/Ccnb1/Plk1/Bub3/Tbcd/Spdl1/Ndc80/Pcid2/Top2a/Fxn/Smarca5/Triap1/Cdca8/Dnm1l/Hnrnpu/Bbs4/Knl1/Chek1/Nat10/Rad21/Capzb/Ik/Incenp/Mtpn/Mtor/Birc5/Mad2l1/Huwe1/Opa1/Ten1/Gclc/Tinf2/Pik3ca/Nubp1/Scfd1/Cep192/Ttbk2/Ttk/Prelid1/Fgfr2/Fbxo5/Prpf4b/Mcm2/Tpr/Mkks/Tpx2/Bub1b/Gnl3l/Dyrk1a/Cdc20/Ska3/Ccnf/Ctc1/Exosc10/Rbm14,55
GO:0090307,GO:0090307,mitotic spindle assembly,23/1349,77/28928,0.298701299,6.405360392,10.50407944,4.3158789242044e-13,1.221077939531e-11,9.50989239203703e-12,Cltc/Plk1/Smc3/Chmp6/Bccip/Cdca8/Chmp4b/Hnrnpu/Stag2/Incenp/Kpnb1/Birc5/Pibf1/Kif3b/Cep192/Chmp3/Tpr/Kif4/Tpx2/Chmp7/Prc1/Cdc20/Kif23,23
GO:0016180,GO:0016180,snRNA processing,16/1349,34/28928,0.470588235,10.09130947,11.73087699,4.55943367211879e-13,1.2821680144625e-11,9.98566876962285e-12,Exosc3/Ints9/Exosc8/Mettl16/Mepce/Ints3/Dkc1/Ints8/Exosc2/Exosc7/Ints11/Nop10/Tut1/Exosc5/Ints2/Exosc9,16
GO:0007088,GO:0007088,regulation of mitotic nuclear division,29/1349,125/28928,0.232,4.975015567,9.850162457,5.22167231353363e-13,1.45955177920458e-11,1.13671534891319e-11,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Anapc11/Pcid2/Cdca8/Tubg1/Knl1/Chek1/Rad21/Bora/Ik/Incenp/Cul3/Birc5/Cdc23/Mad2l1/Anapc5/Cep192/Ttk/Fgfr2/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,29
GO:0000086,GO:0000086,G2/M transition of mitotic cell cycle,31/1349,143/28928,0.216783217,4.648706371,9.673691472,5.82218952541265e-13,1.61766223939609e-11,1.2598535544117e-11,Rrm1/Cdk1/Ccna2/Ccnb1/Plk1/Wee1/Taf2/Topbp1/Sin3a/Mastl/Pkmyt1/Skp2/Orc1/Nop53/Chek1/Rad21/Ints3/Brd4/Hus1/Rad51c/Clspn/Birc5/Brca1/Rad17/Mbtps1/Ccnd1/Fbxo5/Cdc7/Zfp830/Ctc1/Atr,31
GO:0022904,GO:0022904,respiratory electron transport chain,28/1349,118/28928,0.237288136,5.088414519,9.842211914,7.22911997121795e-13,1.99661408728877e-11,1.5549855176185e-11,Cdk1/Ccnb1/Ndufs2/Cox5b/Uqcrc1/Uqcr10/Cox7b/Cox8a/Slc25a12/Sod2/Ndufb6/Mybbp1a/Ndufc2/Cycs/Uqcrfs1/Ndufb8/Ndufaf1/Coa6/Ndufs7/Got2/Iscu/Ndufv2/Cyc1/Cox5a/Ndufa8/Uqcrc2/Ndufb9/Uqcrq,28
GO:1905820,GO:1905820,positive regulation of chromosome separation,15/1349,30/28928,0.5,10.72201631,11.78288108,7.96097699971757e-13,2.17585959208265e-11,1.69458393367054e-11,Smc4/Ncaph2/Anapc11/Smc2/Cdca8/Ncapd2/Ncapg2/Incenp/Cul3/Birc5/Cdc23/Anapc5/Numa1/Cdc20/Ska3,15
GO:1901992,GO:1901992,positive regulation of mitotic cell cycle phase transition,26/1349,102/28928,0.254901961,5.466125961,9.993262088,7.97189936754419e-13,2.17585959208265e-11,1.69458393367054e-11,Rrm1/Cdk1/Ccnb1/Rrm2/Anapc11/Sin3a/Stil/Mepce/Plrg1/Dbf4/Rpl17/Brd4/Rad51c/Cul3/Birc5/Cdc23/Rptor/Anapc5/Ccnd1/Fbxo5/Lsm11/Lsm10/Cdc7/Sass6/Cdc20/Ska3,26
GO:0006402,GO:0006402,mRNA catabolic process,43/1349,265/28928,0.162264151,3.479597745,8.968333777,9.24925774552667e-13,2.50974011340607e-11,1.95461384059052e-11,Eif4a3/Srsf1/Ncbp2/Exosc3/Polr2g/Upf1/Rbm8a/Exosc8/Brf1/Pelo/Ncbp1/Mettl16/Pnpt1/Pcid2/Magoh/Etf1/Lsm2/Hnrnpu/Pabpc1/Supv3l1/Tardbp/Ddx5/Mrto4/Mtpap/Mtor/Eif3e/Dicer1/Mettl14/Lsm4/Exosc2/Xrn2/Nrde2/Exosc7/Dhx36/Smg1/Exosc5/Gspt1/Ptbp1/Ago2/Exosc9/Rnps1/Exosc10/Cnot3,43
GO:0019646,GO:0019646,aerobic electron transport chain,21/1349,66/28928,0.318181818,6.823101287,10.47445695,1.12833748940989e-12,3.04388718073365e-11,2.37061358699152e-11,Ndufs2/Cox5b/Uqcrc1/Uqcr10/Cox7b/Cox8a/Ndufb6/Ndufc2/Cycs/Uqcrfs1/Ndufb8/Ndufaf1/Ndufs7/Iscu/Ndufv2/Cyc1/Cox5a/Ndufa8/Uqcrc2/Ndufb9/Uqcrq,21
GO:0007094,GO:0007094,mitotic spindle assembly checkpoint signaling,19/1349,53/28928,0.358490566,7.687483391,10.7772528,1.17268098573286e-12,3.12714929528762e-11,2.43545905869383e-11,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,19
GO:0071173,GO:0071173,spindle assembly checkpoint signaling,19/1349,53/28928,0.358490566,7.687483391,10.7772528,1.17268098573286e-12,3.12714929528762e-11,2.43545905869383e-11,Ccnb1/Plk1/Bub3/Spdl1/Ndc80/Pcid2/Cdca8/Knl1/Ik/Incenp/Birc5/Mad2l1/Cep192/Ttk/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,19
GO:0045931,GO:0045931,positive regulation of mitotic cell cycle,30/1349,138/28928,0.217391304,4.661746221,9.536200377,1.270184732371e-12,3.36780409040083e-11,2.62288372104039e-11,Rrm1/Cdk1/Ccnb1/Ptpn11/Rrm2/Aurka/Anapc11/Sin3a/Stil/Mepce/Plrg1/Dbf4/Rpl17/Brd4/Rad51c/Cul3/Birc5/Cdc23/Rptor/Ppp1r10/Anapc5/Ccnd1/Fbxo5/Eif4e/Lsm11/Lsm10/Cdc7/Sass6/Cdc20/Ska3,30
GO:0033108,GO:0033108,mitochondrial respiratory chain complex assembly,26/1349,105/28928,0.247619048,5.309950934,9.785111976,1.65140275218647e-12,4.35369816485524e-11,3.39070911977042e-11,Ndufs2/Ndufa1/Uqcrc1/Ndufa13/Ndufa2/Ndufb6/Ndufc2/Ndufb8/Ndufaf1/Ndufs7/Ndufb7/Ndufaf7/Ndufaf8/Ndufa6/Sco1/Ndufa8/Uqcc1/Ndufb9/Ndufa3/Cox17/Cox16/Tmem126b/Ndufa11/Coa5/Ndufb10/Acad9,26
GO:0045292,GO:0045292,"mRNA cis splicing, via spliceosome",14/1349,27/28928,0.518518519,11.11912802,11.63421145,2.44086277622231e-12,6.39864592184832e-11,4.98333744321808e-11,Srsf1/Ncbp2/Upf1/Sf3a1/Srsf7/Rbm17/Prpf40a/Clns1a/Rbm22/Prpf4b/BC005624/Sart1/Cactin/Exosc10,14
