,id,num,neg.score,neg.p.value,neg.fdr,neg.rank,neg.goodsgrna,neg.lfc,pos.score,pos.p.value,pos.fdr,pos.rank,pos.goodsgrna,pos.lfc
596,Htatsf1,4,5.1046e-05,0.00017789,0.006034,628,3,-1.6848,0.9589,0.95883,1,18376,0,-1.6848
597,Sf1,4,5.1073e-05,0.00017789,0.006034,629,3,-2.9272,0.99604,0.99605,1,19478,0,-2.9272
598,Trappc11,4,5.1075e-05,0.00017789,0.006034,630,4,-1.8595,0.99995,0.99995,1,20656,0,-1.8595
599,Lars2,4,5.1501e-05,0.00018069,0.006109,631,4,-1.7291,0.99995,0.99995,1,20655,0,-1.7291
600,Trrap,4,5.1532e-05,0.00018069,0.006109,632,4,-1.681,0.99995,0.99995,1,20654,0,-1.681
601,Gm3563,8,5.1898e-05,0.00032804,0.008918,633,6,-1.2371,0.99783,0.99782,1,19651,0,-1.2371
602,Copb2,4,5.2085e-05,0.00018209,0.006147,634,4,-2.6105,0.99995,0.99995,1,20653,0,-2.6105
603,Gbf1,4,5.2221e-05,0.00018256,0.006153,635,4,-2.3206,0.99983,0.99984,1,20333,0,-2.3206
604,Tbc1d32,4,5.2363e-05,0.00018302,0.006159,636,4,-1.2846,0.99995,0.99995,1,20652,0,-1.2846
605,Dnmt1,4,5.2922e-05,0.00018396,0.00618,637,4,-2.3762,0.99995,0.99995,1,20651,0,-2.3762
606,Rabl2,4,5.3141e-05,0.00018629,0.006225,638,4,-2.1018,0.99995,0.99995,1,20650,0,-2.1018
607,Uqcrfs1,4,5.3203e-05,0.00018629,0.006225,639,4,-1.3436,0.99995,0.99995,1,20649,0,-1.3436
608,Gm9385,4,5.3386e-05,0.00018675,0.006225,640,3,-2.9664,0.99536,0.99536,1,19426,0,-2.9664
609,Eral1,4,5.3549e-05,0.00018722,0.006231,641,4,-1.9817,0.99995,0.99995,1,20648,0,-1.9817
610,Mrpl38,4,5.3832e-05,0.00018769,0.006237,642,4,-1.84,0.99995,0.99995,1,20647,0,-1.84
611,Knl1,4,5.4117e-05,0.00018862,0.006244,643,4,-1.3089,0.99995,0.99995,1,20646,0,-1.3089
612,Rgp1,4,5.4244e-05,0.00018909,0.006244,644,4,-1.2362,0.99995,0.99995,1,20645,0,-1.2362
613,Tnpo3,4,5.4499e-05,0.00018955,0.00625,645,4,-1.5521,0.99995,0.99995,1,20644,0,-1.5521
614,Qars,4,5.4691e-05,0.00019095,0.006286,646,4,-2.572,0.99995,0.99995,1,20643,0,-2.572
615,Tsfm,4,5.4979e-05,0.00019328,0.006353,647,4,-2.0886,0.99995,0.99995,1,20642,0,-2.0886
616,Ndufb8,4,5.5108e-05,0.00019375,0.006358,648,4,-1.7424,0.99994,0.99995,1,20641,0,-1.7424
617,Gpn1,4,5.5786e-05,0.00019561,0.00641,649,4,-2.4997,0.99994,0.99995,1,20640,0,-2.4997
618,Sars,4,5.6242e-05,0.00019655,0.00642,650,4,-3.234,0.99994,0.99995,1,20639,0,-3.234
619,Ciao1,4,5.6307e-05,0.00019748,0.006441,651,4,-1.8954,0.99994,0.99995,1,20638,0,-1.8954
620,Id2,4,5.6536e-05,0.00020028,0.006502,652,4,-1.6922,0.99994,0.99995,1,20637,0,-1.6922
621,Srrd,4,5.6569e-05,0.00020028,0.006502,653,4,-1.3249,0.99994,0.99995,1,20636,0,-1.3249
622,Ndufaf1,4,5.6667e-05,0.00020074,0.006507,654,4,-1.9157,0.99994,0.99995,1,20635,0,-1.9157
623,Gm20747,7,5.7389e-05,0.00036115,0.009444,655,5,-0.94853,0.23636,0.41958,1,7316,2,-0.94853
624,Med27,4,5.7393e-05,0.00020354,0.006588,656,4,-1.6972,0.99994,0.99995,1,20634,0,-1.6972
625,Ranbp2,4,5.816e-05,0.00020587,0.006653,657,4,-1.8599,0.99994,0.99994,1,20633,0,-1.8599
626,Dbf4,4,5.8327e-05,0.00020634,0.006658,658,4,-1.8159,0.99994,0.99994,1,20632,0,-1.8159
627,Wdr60,4,5.8697e-05,0.0002082,0.006708,659,4,-1.6399,0.99994,0.99994,1,20631,0,-1.6399
628,Nubp2,4,5.9035e-05,0.0002096,0.006743,660,4,-1.8955,0.99994,0.99994,1,20630,0,-1.8955
629,Rbm19,4,5.9443e-05,0.00021147,0.006767,661,4,-2.2129,0.99994,0.99994,1,20629,0,-2.2129
630,Timeless,4,5.9477e-05,0.00021147,0.006767,662,4,-1.8427,0.99994,0.99994,1,20628,0,-1.8427
631,Rfc2,4,5.9784e-05,0.00021193,0.006767,663,4,-2.5085,0.99994,0.99994,1,20627,0,-2.5085
632,Mrpl45,4,5.9852e-05,0.00021193,0.006767,664,4,-1.4073,0.99994,0.99994,1,20626,0,-1.4073
633,Orc6,4,5.9886e-05,0.00021193,0.006767,665,4,-3.7316,0.99994,0.99994,1,20625,0,-3.7316
634,Ift88,4,6.0195e-05,0.00021473,0.006846,666,4,-1.8068,0.99994,0.99994,1,20624,0,-1.8068
635,Vars,4,6.0885e-05,0.0002194,0.006974,667,4,-2.0376,0.99994,0.99994,1,20623,0,-2.0376
636,Pno1,4,6.1024e-05,0.00021986,0.006978,668,4,-1.9075,0.99994,0.99994,1,20622,0,-1.9075
637,Ercc3,4,6.1232e-05,0.00022079,0.006997,669,4,-2.228,0.99994,0.99994,1,20621,0,-2.228
638,Rpl7,3,6.1573e-05,0.00018675,0.006225,670,3,-4.0459,0.99994,0.99994,1,20620,0,-4.0459
639,C330007P06Rik,4,6.1686e-05,0.00022359,0.007075,671,4,-1.3047,0.99994,0.99994,1,20619,0,-1.3047
640,Coa6,4,6.2072e-05,0.00022732,0.007172,672,4,-2.1295,0.99994,0.99994,1,20618,0,-2.1295
641,Psmc2,4,6.2142e-05,0.00022779,0.007176,673,4,-2.5837,0.99994,0.99994,1,20617,0,-2.5837
642,Dhx16,4,6.2283e-05,0.00022825,0.00718,674,4,-1.8443,0.99994,0.99994,1,20616,0,-1.8443
643,Phb,3,6.2341e-05,0.00018909,0.006244,675,3,-2.8252,0.99994,0.99994,1,20615,0,-2.8252
644,Ndufs7,4,6.2778e-05,0.00023012,0.0072,676,4,-1.2535,0.99994,0.99994,1,20614,0,-1.2535
645,Rrp9,4,6.3098e-05,0.00023012,0.0072,677,4,-2.2015,0.99994,0.99994,1,20613,0,-2.2015
646,Pabpn1,4,6.3241e-05,0.00023059,0.0072,678,4,-2.8603,0.99923,0.99923,1,19923,0,-2.8603
647,Mrpl55,4,6.349e-05,0.00023059,0.0072,679,4,-1.7222,0.99994,0.99994,1,20612,0,-1.7222
648,Dctn4,4,6.3562e-05,0.00023059,0.0072,680,4,-1.456,0.99994,0.99994,1,20611,0,-1.456
649,Noc3l,4,6.3669e-05,0.00023105,0.007204,681,4,-1.8193,0.99994,0.99994,1,20610,0,-1.8193
650,Mrpl43,4,6.4563e-05,0.00023572,0.007317,683,3,-2.208,0.99254,0.99253,1,19264,0,-2.208
651,Alg2,4,6.4624e-05,0.00023618,0.007321,684,4,-2.6526,0.99994,0.99994,1,20607,0,-2.6526
652,Got2,4,6.5334e-05,0.00024084,0.007444,685,4,-2.1519,0.99993,0.99994,1,20606,0,-2.1519
653,Med7,4,6.5407e-05,0.00024084,0.007444,686,4,-1.6892,0.99993,0.99994,1,20605,0,-1.6892
654,Zfp407,4,6.5847e-05,0.00024271,0.007462,687,4,-1.1366,0.99993,0.99994,1,20604,0,-1.1366
655,Mrps2,4,6.5884e-05,0.00024271,0.007462,688,4,-2.3414,0.99993,0.99994,1,20603,0,-2.3414
656,Tctn3,4,6.5921e-05,0.00024318,0.007462,689,4,-1.7444,0.99993,0.99994,1,20602,0,-1.7444
657,Orc1,4,6.5952e-05,0.00024318,0.007462,690,3,-2.4752,0.98608,0.98607,1,19016,0,-2.4752
658,Ddx54,4,6.7143e-05,0.00024784,0.007571,691,4,-2.7636,0.99993,0.99994,1,20601,0,-2.7636
659,Nop53,4,6.7367e-05,0.00024877,0.007571,692,4,-1.6383,0.99993,0.99994,1,20600,0,-1.6383
660,Chek1,4,6.7442e-05,0.00024877,0.007571,693,4,-2.7032,0.99993,0.99994,1,20599,0,-2.7032
661,Arpc4,4,6.7479e-05,0.00024877,0.007571,694,4,-1.4418,0.99993,0.99994,1,20598,0,-1.4418
662,Ankrd52,4,6.7629e-05,0.00024924,0.007571,695,4,-1.3468,0.99993,0.99994,1,20597,0,-1.3468
663,Ndufb7,4,6.7779e-05,0.00024924,0.007571,696,4,-1.4488,0.99993,0.99994,1,20596,0,-1.4488
664,Eif2b4,4,6.7854e-05,0.00024924,0.007571,697,4,-2.3712,0.99993,0.99994,1,20595,0,-2.3712
665,Rcc1l,4,6.8118e-05,0.00025017,0.007578,698,4,-1.3356,0.99993,0.99994,1,20594,0,-1.3356
666,Pdxk,4,6.8193e-05,0.00025017,0.007578,699,4,-1.5516,0.99993,0.99994,1,20593,0,-1.5516
667,Pmpca,4,6.8269e-05,0.00025064,0.007581,700,4,-2.3621,0.99993,0.99993,1,20592,0,-2.3621
668,Pold1,4,6.8344e-05,0.0002511,0.007584,701,4,-2.8841,0.99993,0.99993,1,20591,0,-2.8841
669,Nat10,4,6.8571e-05,0.0002525,0.007616,702,4,-3.0466,0.99993,0.99993,1,20590,0,-3.0466
670,Psmb2,4,6.9037e-05,0.00025437,0.007661,703,4,-2.8332,0.99777,0.99778,1,19632,0,-2.8332
671,Eef1g,4,6.9256e-05,0.0002553,0.007678,704,4,-2.8356,0.99993,0.99993,1,20588,0,-2.8356
672,Alad,4,6.9753e-05,0.00025717,0.007719,705,4,-1.1318,0.99993,0.99993,1,20587,0,-1.1318
673,Bop1,4,6.983e-05,0.00025763,0.007719,706,4,-2.2697,0.99993,0.99993,1,20586,0,-2.2697
674,Cep104,4,6.9869e-05,0.0002581,0.007719,707,4,-1.7302,0.99993,0.99993,1,20585,0,-1.7302
675,Ext1,4,7.0022e-05,0.0002581,0.007719,708,4,-2.3142,0.99993,0.99993,1,20584,0,-2.3142
676,Ilf2,4,7.0061e-05,0.00025856,0.007722,709,4,-1.5038,0.99993,0.99993,1,20583,0,-1.5038
677,Dlst,4,7.0254e-05,0.00025903,0.007725,710,4,-1.5413,0.99993,0.99993,1,20582,0,-1.5413
678,Fip1l1,4,7.0369e-05,0.0002595,0.007728,711,4,-2.1292,0.99993,0.99993,1,20581,0,-2.1292
679,Ddx5,4,7.1614e-05,0.00026463,0.007848,712,4,-1.3292,0.99993,0.99993,1,20580,0,-1.3292
680,Cog2,4,7.1849e-05,0.00026556,0.007853,713,4,-1.9549,0.99993,0.99993,1,20579,0,-1.9549
681,Phax,4,7.1927e-05,0.00026556,0.007853,714,4,-1.8298,0.99993,0.99993,1,20578,0,-1.8298
682,Rad21,4,7.2124e-05,0.00026603,0.007856,715,4,-1.2272,0.99993,0.99993,1,20577,0,-1.2272
683,Actr10,4,7.2163e-05,0.00026649,0.007859,716,4,-1.3883,0.99993,0.99993,1,20576,0,-1.3883
684,1700091H14Rik,2,7.2522e-05,0.00015225,0.005612,717,2,-3.5316,0.99993,0.99992,1,20575,0,-3.5316
685,Glrx5,4,7.2875e-05,0.00026789,0.007889,718,4,-1.8959,0.99993,0.99993,1,20574,0,-1.8959
686,Rbbp4,4,7.3153e-05,0.00026882,0.007906,719,4,-1.5577,0.99993,0.99993,1,20573,0,-1.5577
687,Mrto4,4,7.3312e-05,0.00026976,0.007922,720,4,-1.5892,0.99993,0.99993,1,20572,0,-1.5892
688,Bora,4,7.4031e-05,0.00027302,0.007996,721,4,-2.0469,0.99993,0.99993,1,20571,0,-2.0469
689,Cd2bp2,4,7.4272e-05,0.00027442,0.008026,722,4,-1.3719,0.99993,0.99993,1,20570,0,-1.3719
690,Mtg2,4,7.4676e-05,0.00027722,0.008077,723,4,-1.402,0.99993,0.99993,1,20569,0,-1.402
691,Gfer,4,7.4716e-05,0.00027768,0.008077,724,4,-1.3663,0.99993,0.99993,1,20568,0,-1.3663
692,Cfap20,4,7.4756e-05,0.00027768,0.008077,725,4,-1.9192,0.99993,0.99993,1,20567,0,-1.9192
693,Ints3,4,7.4878e-05,0.00027862,0.008093,726,4,-1.6186,0.99993,0.99993,1,20566,0,-1.6186
694,Mrpl41,4,7.4959e-05,0.00027908,0.008095,727,4,-2.3449,0.99993,0.99993,1,20565,0,-2.3449
695,Mrps23,4,7.5202e-05,0.00028048,0.008103,728,4,-1.5219,0.99992,0.99993,1,20564,0,-1.5219
696,Gli1,4,7.5283e-05,0.00028048,0.008103,729,4,-1.3662,0.99992,0.99993,1,20563,0,-1.3662
697,H2bc3,4,7.5416e-05,0.00028235,0.008134,730,2,-1.0565,0.56846,0.58774,1,11652,1,-1.0565
698,Polr1a,4,7.5446e-05,0.00028281,0.008137,731,4,-1.6434,0.99992,0.99993,1,20562,0,-1.6434
699,Psmc1,4,7.6881e-05,0.00028934,0.008313,732,4,-2.602,0.99992,0.99993,1,20561,0,-2.602
700,Esco2,4,7.7005e-05,0.00028981,0.008315,733,4,-1.4889,0.99992,0.99993,1,20560,0,-1.4889
701,Sap130,4,7.7834e-05,0.00029447,0.008438,734,4,-2.0282,0.99992,0.99993,1,20559,0,-2.0282
702,Stag2,4,7.8189e-05,0.0002954,0.008453,735,4,-1.2478,0.99992,0.99993,1,20558,0,-1.2478
703,Mms22l,4,7.8252e-05,0.00029587,0.008455,736,4,-1.3264,0.99992,0.99993,1,20557,0,-1.3264
704,Heatr3,4,7.8755e-05,0.0002982,0.00851,737,4,-1.5507,0.99992,0.99992,1,20556,0,-1.5507
705,Mrps35,4,7.8839e-05,0.00029867,0.008512,738,4,-1.3669,0.99992,0.99992,1,20555,0,-1.3669
706,Hdac3,4,7.943e-05,0.00030053,0.008554,739,4,-1.9624,0.99992,0.99992,1,20554,0,-1.9624
707,Papss1,4,7.9769e-05,0.00030286,0.008609,740,4,-1.9375,0.99992,0.99992,1,20553,0,-1.9375
708,Capzb,4,8.016e-05,0.00030566,0.008657,741,4,-2.0445,0.99984,0.99985,1,20335,0,-2.0445
709,Atp5d,4,8.0365e-05,0.00030613,0.008657,742,4,-1.7815,0.99992,0.99992,1,20552,0,-1.7815
710,Prmt1,4,8.0535e-05,0.00030613,0.008657,743,4,-1.7165,0.99992,0.99992,1,20551,0,-1.7165
711,Ndufaf7,4,8.0621e-05,0.00030659,0.008657,744,4,-1.1957,0.99992,0.99992,1,20550,0,-1.1957
712,Rft1,4,8.0664e-05,0.00030659,0.008657,745,4,-2.042,0.99992,0.99992,1,20549,0,-2.042
713,Crcp,4,8.0776e-05,0.00030893,0.008688,746,4,-2.6221,0.99974,0.99975,1,20211,0,-2.6221
714,Ik,4,8.0835e-05,0.00030893,0.008688,747,4,-1.4608,0.99992,0.99992,1,20548,0,-1.4608
715,Rfk,4,8.0878e-05,0.00030893,0.008688,748,4,-2.0985,0.99992,0.99992,1,20547,0,-2.0985
716,Lars,4,8.1136e-05,0.00030939,0.00869,749,4,-2.2775,0.99992,0.99992,1,20546,0,-2.2775
717,Srp54a,8,8.1553e-05,0.00050617,0.011746,750,7,-2.2501,0.97767,0.97776,1,18792,0,-2.2501
718,Pop1,4,8.1696e-05,0.00031079,0.008717,751,4,-2.3415,0.99992,0.99992,1,20545,0,-2.3415
719,Gm11562,14,8.1898e-05,0.00066774,0.014104,752,10,-0.47133,0.99986,0.99987,1,20382,0,-0.47133
720,Pwp2,4,8.1955e-05,0.00031126,0.008719,753,4,-2.0267,0.99992,0.99992,1,20544,0,-2.0267
721,Arfrp1,4,8.2172e-05,0.00031172,0.00872,754,4,-2.8008,0.99992,0.99992,1,20543,0,-2.8008
722,Ube2n,4,8.2302e-05,0.00031219,0.008722,755,4,-1.2008,0.99992,0.99992,1,20542,0,-1.2008
723,Iscu,4,8.2433e-05,0.00031266,0.008724,756,4,-2.1628,0.99992,0.99992,1,20541,0,-2.1628
724,Dph3,4,8.3087e-05,0.00031499,0.008777,757,4,-1.8673,0.99992,0.99992,1,20540,0,-1.8673
725,Eif3f,4,8.3922e-05,0.00031732,0.008819,758,4,-2.6412,0.99992,0.99992,1,20539,0,-2.6412
726,Polr3e,4,8.4054e-05,0.00031732,0.008819,759,4,-1.8465,0.99992,0.99992,1,20538,0,-1.8465
727,Med26,4,8.4142e-05,0.00031825,0.008829,760,4,-1.3843,0.99992,0.99992,1,20537,0,-1.3843
728,Ttf1,4,8.4319e-05,0.00031872,0.008829,761,4,-1.5107,0.99992,0.99992,1,20536,0,-1.5107
729,Tmem41b,4,8.4807e-05,0.00031965,0.008829,762,4,-1.6581,0.99992,0.99992,1,20535,0,-1.6581
730,Rab37,4,8.4985e-05,0.00032012,0.008829,763,4,-1.3045,0.99992,0.99992,1,20534,0,-1.3045
731,Psmb1,4,8.5207e-05,0.00032012,0.008829,764,4,-2.5585,0.99991,0.99992,1,20533,0,-2.5585
732,Rpl17,2,8.5239e-05,0.00017463,0.006034,765,2,-5.8083,0.99991,0.99991,1,20532,0,-5.8083
733,Uba2,4,8.5609e-05,0.00032058,0.008829,766,4,-1.8524,0.99991,0.99992,1,20531,0,-1.8524
734,Sdad1,4,8.5612e-05,0.00032058,0.008829,767,3,-3.1603,0.96432,0.96425,1,18499,0,-3.1603
735,Brd4,4,8.5744e-05,0.00032105,0.00883,768,4,-1.787,0.99991,0.99992,1,20530,0,-1.787
736,Vars2,4,8.6103e-05,0.00032198,0.008844,769,4,-1.4076,0.99991,0.99992,1,20529,0,-1.4076
737,Bbs10,4,8.6508e-05,0.00032385,0.008851,770,4,-1.3186,0.99991,0.99992,1,20528,0,-1.3186
738,Ift172,4,8.6532e-05,0.00032385,0.008851,771,4,-2.2184,0.99946,0.99946,1,20013,0,-2.2184
739,Usp9x,4,8.6553e-05,0.00032431,0.008851,772,4,-1.4144,0.99991,0.99992,1,20527,0,-1.4144
740,Acly,4,8.6643e-05,0.00032431,0.008851,773,4,-1.4566,0.99991,0.99992,1,20526,0,-1.4566
741,Txn1,4,8.6779e-05,0.00032431,0.008851,774,4,-2.1673,0.99991,0.99992,1,20525,0,-2.1673
742,Rbm25,4,8.705e-05,0.00032478,0.008852,775,4,-1.5677,0.99991,0.99991,1,20523,0,-1.5677
743,Taf5l,4,8.7368e-05,0.00032618,0.008879,776,4,-1.593,0.99991,0.99991,1,20522,0,-1.593
744,Snrpg,3,8.8589e-05,0.00026229,0.0078,777,3,-3.3268,0.99991,0.99991,1,20521,0,-3.3268
745,Dhx29,4,8.8693e-05,0.00033224,0.00901,778,4,-1.4645,0.99991,0.99991,1,20520,0,-1.4645
746,Ncapg2,4,8.8923e-05,0.00033317,0.009023,779,4,-1.8551,0.99991,0.99991,1,20519,0,-1.8551
747,Ift140,4,8.9338e-05,0.00033411,0.009027,780,4,-1.4096,0.99991,0.99991,1,20518,0,-1.4096
748,Rnf20,4,8.9477e-05,0.00033457,0.009027,781,4,-2.6821,0.99991,0.99991,1,20517,0,-2.6821
749,Cul2,4,8.9569e-05,0.00033457,0.009027,782,4,-1.1813,0.99991,0.99991,1,20516,0,-1.1813
750,Kti12,4,8.9801e-05,0.0003369,0.009066,783,4,-1.5351,0.99991,0.99991,1,20515,0,-1.5351
751,Gemin6,4,8.9848e-05,0.0003369,0.009066,784,4,-1.4325,0.99991,0.99991,1,20514,0,-1.4325
752,Sepsecs,4,9.0452e-05,0.00033923,0.009086,785,4,-1.1526,0.99991,0.99991,1,20513,0,-1.1526
753,Sap30bp,4,9.0592e-05,0.0003397,0.009086,786,4,-1.4593,0.99991,0.99991,1,20512,0,-1.4593
754,Ppp1r15b,4,9.0639e-05,0.0003397,0.009086,787,4,-1.6114,0.99991,0.99991,1,20511,0,-1.6114
755,Eif2b3,4,9.0755e-05,0.0003397,0.009086,788,4,-2.384,0.99984,0.99985,1,20340,0,-2.384
756,Sgf29,4,9.0966e-05,0.00034017,0.009086,789,4,-1.2259,0.99991,0.99991,1,20510,0,-1.2259
757,Sclt1,4,9.1154e-05,0.00034063,0.009086,790,4,-1.4763,0.99991,0.99991,1,20509,0,-1.4763
758,Brix1,4,9.1201e-05,0.00034063,0.009086,791,4,-2.2575,0.99991,0.99991,1,20508,0,-2.2575
759,Alg1,4,9.1483e-05,0.0003411,0.009087,792,4,-1.5551,0.99991,0.99991,1,20507,0,-1.5551
760,Eaf1,4,9.2048e-05,0.00034297,0.009126,793,4,-1.9603,0.99991,0.99991,1,20506,0,-1.9603
761,Polr3d,4,9.2379e-05,0.0003439,0.009139,794,4,-1.9007,0.99991,0.99991,1,20505,0,-1.9007
762,Arih1,4,9.2427e-05,0.00034436,0.00914,795,4,-2.8086,0.99991,0.99991,1,20504,0,-2.8086
763,Ttc14,4,9.2617e-05,0.0003453,0.009153,796,4,-1.3787,0.99991,0.99991,1,20503,0,-1.3787
764,Rps14,2,9.2828e-05,0.00018536,0.006217,797,2,-3.353,0.99991,0.99991,1,20502,0,-3.353
765,Kat8,4,9.3235e-05,0.00034809,0.009205,798,4,-2.1837,0.99991,0.99991,1,20501,0,-2.1837
766,Nup54,4,9.3378e-05,0.00034856,0.009205,799,4,-2.028,0.99991,0.99991,1,20500,0,-2.028
767,Hus1,4,9.3426e-05,0.00034856,0.009205,800,4,-1.6676,0.99991,0.99991,1,20499,0,-1.6676
768,Rad51c,4,9.4361e-05,0.00035276,0.009281,801,4,-1.3581,0.99991,0.99991,1,20496,0,-1.3581
769,Ift20,4,9.4361e-05,0.00035276,0.009281,802,4,-2.0979,0.99991,0.99991,1,20497,0,-2.0979
770,Taf12,4,9.4361e-05,0.00035276,0.009281,803,4,-1.928,0.99991,0.99991,1,20498,0,-1.928
771,Cd300ld2,4,9.5207e-05,0.00035602,0.009356,804,4,-1.5253,0.9999,0.99991,1,20495,0,-1.5253
772,Hspe1,3,9.5349e-05,0.00027722,0.008077,805,3,-3.4935,0.9999,0.9999,1,20493,0,-3.4935
773,Wdpcp,4,9.5498e-05,0.00035742,0.009381,806,4,-1.5218,0.9999,0.99991,1,20492,0,-1.5218
774,3110053B16Rik,2,9.5757e-05,0.00018909,0.006244,807,2,-3.6044,0.9999,0.9999,1,20491,0,-3.6044
775,Mafg,4,9.5887e-05,0.00035929,0.009407,808,4,-1.4959,0.9999,0.99991,1,20490,0,-1.4959
776,Imp4,4,9.5936e-05,0.00035929,0.009407,809,4,-1.8108,0.9999,0.99991,1,20489,0,-1.8108
777,Gm10241,3,9.6059e-05,0.00028001,0.008103,810,3,-3.0934,0.9999,0.9999,1,20488,0,-3.0934
778,Xpo5,4,9.7012e-05,0.00036628,0.009554,811,4,-1.5002,0.9999,0.99991,1,20486,0,-1.5002
779,Cdc27,4,9.7653e-05,0.00036861,0.009603,812,4,-1.164,0.9999,0.99991,1,20485,0,-1.164
780,Amd-ps3,4,9.7752e-05,0.00036954,0.009616,813,4,-1.4151,0.9999,0.99991,1,20484,0,-1.4151
781,Togaram1,4,9.8445e-05,0.00037188,0.009665,814,4,-1.3586,0.9999,0.99991,1,20483,0,-1.3586
782,Smarca4,4,9.8644e-05,0.00037281,0.009677,815,4,-1.7371,0.9999,0.99991,1,20482,0,-1.7371
783,Incenp,4,9.8943e-05,0.00037421,0.009702,816,4,-1.6503,0.9999,0.99991,1,20481,0,-1.6503
784,Cops3,4,9.9043e-05,0.00037467,0.009702,817,4,-1.7671,0.9999,0.99991,1,20480,0,-1.7671
785,Mup-ps12,5,9.9167e-05,0.00045394,0.010891,818,4,-2.1319,0.95942,0.95955,1,18389,0,-2.1319
786,Psmb4,4,9.9243e-05,0.00037514,0.009702,819,4,-3.9847,0.9999,0.99991,1,20479,0,-3.9847
787,Pprc1,4,9.9894e-05,0.00037887,0.009787,820,4,-1.0668,0.9999,0.99991,1,20477,0,-1.0668
788,Utp18,4,0.00010055,0.0003812,0.009811,821,4,-1.4254,0.9999,0.99991,1,20476,0,-1.4254
789,Vps29,4,0.00010065,0.00038167,0.009811,822,4,-1.5326,0.9999,0.99991,1,20475,0,-1.5326
790,Kpnb1,4,0.00010075,0.00038167,0.009811,823,4,-2.6937,0.9999,0.99991,1,20474,0,-2.6937
791,Atp5k,4,0.0001008,0.00038167,0.009811,824,4,-2.2383,0.9999,0.99991,1,20473,0,-2.2383
792,Hinfp,4,0.00010095,0.00038353,0.009847,825,4,-2.2438,0.9999,0.99991,1,20472,0,-2.2438
793,Cul3,4,0.00010116,0.00038493,0.009871,826,4,-1.6487,0.9999,0.99991,1,20471,0,-1.6487
794,Cplane1,4,0.00010192,0.00038773,0.009931,827,4,-1.6256,0.9999,0.99991,1,20470,0,-1.6256
795,Aqr,4,0.00010207,0.00038866,0.009943,828,4,-2.1764,0.9999,0.99991,1,20469,0,-2.1764
796,Vps36,4,0.00010258,0.00039099,0.009978,829,4,-1.1932,0.9999,0.99991,1,20468,0,-1.1932
797,Mtpn,4,0.00010264,0.00039099,0.009978,830,4,-1.0915,0.9999,0.9999,1,20467,0,-1.0915
798,Rex2,5,0.00010288,0.0004698,0.011132,831,5,-0.95581,0.9999,0.99991,1,20466,0,-0.95581
799,Gm13642,2,0.00010302,0.00019795,0.006446,832,2,-3.414,0.9999,0.9999,1,20465,0,-3.414
800,Abce1,4,0.00010306,0.00039286,0.010014,833,4,-2.1021,0.99979,0.9998,1,20271,0,-2.1021
801,Gm28043,4,0.00010423,0.00039612,0.010085,834,4,-1.0606,0.9999,0.9999,1,20464,0,-1.0606
802,Tnpo1,4,0.00010439,0.00039706,0.010085,835,4,-1.0763,0.9999,0.9999,1,20463,0,-1.0763
803,Dolpp1,4,0.00010444,0.00039706,0.010085,836,4,-1.5347,0.9999,0.9999,1,20462,0,-1.5347
804,Ndrg3,4,0.00010501,0.00039892,0.010108,837,4,-1.5737,0.99989,0.9999,1,20461,0,-1.5737
805,Ptpa,4,0.00010554,0.00040195,0.010172,838,4,-1.139,0.99989,0.9999,1,20460,0,-1.139
806,Prorp,4,0.00010569,0.00040358,0.010201,839,4,-1.2293,0.99989,0.9999,1,20459,0,-1.2293
807,Eif3d,4,0.00010585,0.00040405,0.010201,840,4,-1.7511,0.99989,0.9999,1,20458,0,-1.7511
808,Mtpap,4,0.00010601,0.00040452,0.010201,841,4,-1.6526,0.99989,0.9999,1,20457,0,-1.6526
809,Tbl3,4,0.00010638,0.00040592,0.010224,842,4,-1.7187,0.99989,0.9999,1,20456,0,-1.7187
810,Slc25a38,4,0.00010648,0.00040638,0.010224,843,4,-1.6465,0.99989,0.9999,1,20455,0,-1.6465
811,Use1,4,0.00010659,0.00040778,0.010247,844,4,-1.1277,0.99989,0.9999,1,20454,0,-1.1277
812,Pop5,4,0.00010713,0.00040965,0.010281,845,4,-2.9196,0.99985,0.99986,1,20351,0,-2.9196
813,Snrnp70,4,0.0001077,0.00041151,0.010303,846,4,-2.2773,0.99989,0.9999,1,20453,0,-2.2773
814,Ppwd1,4,0.00010781,0.00041151,0.010303,847,4,-1.5289,0.99989,0.9999,1,20452,0,-1.5289
815,Eif3m,4,0.00010807,0.00041198,0.010303,848,4,-1.7637,0.99989,0.9999,1,20451,0,-1.7637
816,Hyls1,4,0.00010845,0.00041244,0.010303,849,4,-1.3172,0.99989,0.9999,1,20450,0,-1.3172
817,Usp5,4,0.00010893,0.00041384,0.010325,850,4,-2.225,0.99989,0.9999,1,20449,0,-2.225
818,Mrpl24,4,0.00010898,0.00041431,0.010325,851,4,-1.6541,0.99989,0.9999,1,20448,0,-1.6541
819,Mtor,4,0.00010963,0.00041571,0.010348,852,4,-1.6465,0.99989,0.9999,1,20447,0,-1.6465
820,Cmpk1,4,0.00010982,0.00041664,0.010358,853,4,-2.2052,0.99979,0.99979,1,20265,0,-2.2052
821,Card14,4,0.00011011,0.00041711,0.010358,854,4,-1.164,0.99989,0.9999,1,20446,0,-1.164
