,id,num,neg.score,neg.p.value,neg.fdr,neg.rank,neg.goodsgrna,neg.lfc,pos.score,pos.p.value,pos.fdr,pos.rank,pos.goodsgrna,pos.lfc
822,Mrps33,4,0.00011022,0.00041757,0.010358,855,4,-1.8406,0.99989,0.9999,1,20445,0,-1.8406
823,Sars2,4,0.00011087,0.00041944,0.010392,856,4,-2.0806,0.99989,0.9999,1,20444,0,-2.0806
824,Paxbp1,4,0.00011111,0.00042014,0.010397,857,4,-1.1141,0.99989,0.9999,1,20443,0,-1.1141
825,Rrp12,4,0.00011174,0.0004227,0.010448,858,4,-2.129,0.99989,0.99989,1,20442,0,-2.129
826,Ppp1r27,4,0.0001118,0.00042317,0.010448,859,4,-0.98245,0.99989,0.99989,1,20441,0,-0.98245
827,Ptpn23,4,0.00011339,0.00043016,0.010607,860,4,-1.6158,0.99989,0.99989,1,20440,0,-1.6158
828,Lamtor2,4,0.00011356,0.00043063,0.010607,861,4,-1.381,0.99989,0.99989,1,20439,0,-1.381
829,Rtf1,4,0.00011378,0.00043156,0.010618,862,4,-1.6894,0.99989,0.99989,1,20438,0,-1.6894
830,Clspn,4,0.00011433,0.00043436,0.010649,863,4,-1.9264,0.99989,0.99989,1,20437,0,-1.9264
831,Anapc10,4,0.00011439,0.00043436,0.010649,864,4,-2.3782,0.99989,0.99989,1,20436,0,-2.3782
832,Pcyt2,4,0.00011444,0.00043483,0.010649,865,4,-1.755,0.99989,0.99989,1,20435,0,-1.755
833,Med8,4,0.0001145,0.00043483,0.010649,866,4,-1.7342,0.99989,0.99989,1,20434,0,-1.7342
834,Mrpl44,4,0.00011514,0.00043669,0.010681,867,4,-1.9056,0.99988,0.99989,1,20433,0,-1.9056
835,Eif3b,4,0.00011522,0.00043716,0.010681,868,4,-1.5163,0.99988,0.99989,1,20432,0,-1.5163
836,Setd1a,4,0.0001155,0.00043856,0.010703,869,4,-1.6335,0.99988,0.99989,1,20431,0,-1.6335
837,Ddx42,4,0.00011595,0.00044042,0.010734,870,4,-1.1794,0.99988,0.99989,1,20430,0,-1.1794
838,Birc5,4,0.00011618,0.00044135,0.010734,871,4,-3.7257,0.99988,0.99989,1,20429,0,-3.7257
839,Rpap1,4,0.00011629,0.00044182,0.010734,872,4,-1.9978,0.99802,0.99803,1,19674,0,-1.9978
840,Gm3371,2,0.00011699,0.00022499,0.007109,874,2,-4.9278,0.99988,0.99989,1,20427,0,-4.9278
841,Actr8,4,0.00011725,0.00044695,0.010808,876,4,-1.2714,0.99988,0.99989,1,20425,0,-1.2714
842,Pola1,4,0.00011742,0.00044742,0.010808,877,4,-3.0338,0.99977,0.99978,1,20249,0,-3.0338
843,Crnkl1,4,0.00011784,0.00044882,0.010828,878,4,-3.1302,0.99985,0.99986,1,20359,0,-3.1302
844,Cdc23,4,0.00011805,0.00044928,0.010828,879,4,-2.8285,0.99988,0.99989,1,20424,0,-2.8285
845,Wdr18,4,0.00011822,0.00045021,0.010838,880,4,-2.4071,0.99988,0.99989,1,20423,0,-2.4071
846,Atp5j2,4,0.00011898,0.00045581,0.010908,881,4,-1.642,0.99896,0.99896,1,19854,0,-1.642
847,Fdx2,4,0.00011902,0.00045581,0.010908,882,4,-2.4589,0.99988,0.99989,1,20422,0,-2.4589
848,Mad2l1,4,0.00011907,0.00045628,0.010908,883,4,-2.813,0.99988,0.99989,1,20421,0,-2.813
849,Srp72,4,0.0001193,0.00045674,0.010908,884,4,-1.2797,0.99988,0.99989,1,20420,0,-1.2797
850,Nup160,4,0.00011942,0.00045721,0.010908,885,4,-2.2447,0.99988,0.99989,1,20419,0,-2.2447
851,Dhx30,4,0.00012011,0.00046141,0.010994,886,4,-1.3619,0.99988,0.99989,1,20418,0,-1.3619
852,Ccnk,4,0.00012017,0.00046187,0.010994,887,4,-1.3758,0.99988,0.99989,1,20417,0,-1.3758
853,Cdan1,4,0.00012041,0.0004628,0.011004,888,4,-2.7408,0.99892,0.99891,1,19843,0,-2.7408
854,Smarce1,4,0.00012069,0.00046374,0.011014,889,4,-1.0552,0.99988,0.99989,1,20416,0,-1.0552
855,Dcaf1,4,0.00012167,0.00046747,0.01109,890,4,-1.2848,0.99988,0.99989,1,20415,0,-1.2848
856,Urb2,4,0.00012438,0.00047586,0.011238,891,4,-1.6212,0.99988,0.99988,1,20414,0,-1.6212
857,Cap1,4,0.00012443,0.00047633,0.011238,892,4,-1.3435,0.99988,0.99988,1,20413,0,-1.3435
858,Dynlrb1,4,0.00012449,0.00047633,0.011238,893,4,-2.1713,0.99988,0.99988,1,20412,0,-2.1713
859,Naa20,4,0.00012473,0.00047726,0.011247,894,4,-1.4735,0.99988,0.99988,1,20411,0,-1.4735
860,Ndufaf8,4,0.00012604,0.00048332,0.011377,895,4,-1.2341,0.99987,0.99988,1,20408,0,-1.2341
861,Atp6v1d,4,0.0001264,0.00048519,0.011396,896,4,-1.1291,0.99987,0.99988,1,20407,0,-1.1291
862,Vps51,4,0.00012658,0.00048519,0.011396,897,4,-1.1564,0.99987,0.99988,1,20406,0,-1.1564
863,Gm17241,4,0.00012712,0.00048868,0.011453,898,4,-1.4238,0.99987,0.99988,1,20405,0,-1.4238
864,Haus3,4,0.00012742,0.00048938,0.011455,899,4,-1.8365,0.99987,0.99988,1,20404,0,-1.8365
865,Mocs3,4,0.00012803,0.00048985,0.011455,900,4,-1.2427,0.99987,0.99988,1,20403,0,-1.2427
866,Ptar1,4,0.00012845,0.00049172,0.011486,901,4,-1.1147,0.99987,0.99988,1,20402,0,-1.1147
867,H2ac13,5,0.00012884,0.0005915,0.013015,902,4,-3.4324,0.99816,0.99816,1,19697,0,-3.4324
868,Cdk7,4,0.00012908,0.00049498,0.011549,903,4,-1.8492,0.99895,0.99895,1,19850,0,-1.8492
869,Nup88,4,0.00013004,0.00049824,0.011613,904,4,-1.4495,0.99987,0.99988,1,20401,0,-1.4495
870,Timm10,4,0.00013031,0.00049964,0.011633,905,4,-2.1995,0.99987,0.99988,1,20400,0,-2.1995
871,Gemin8,4,0.00013077,0.00050151,0.011663,906,4,-1.4254,0.99987,0.99988,1,20399,0,-1.4254
872,Mms19,4,0.00013096,0.00050244,0.011672,907,4,-1.6324,0.99987,0.99988,1,20398,0,-1.6324
873,Gm7027,1,0.00013198,0.00013499,0.005165,908,1,-4.1756,0.99987,0.99988,1,20397,0,-4.1756
874,Mrpl3,4,0.00013225,0.00050897,0.011798,909,4,-1.222,0.99987,0.99988,1,20396,0,-1.222
875,Elp3,4,0.0001325,0.00051037,0.011815,910,4,-1.3462,0.99987,0.99988,1,20395,0,-1.3462
876,Cplane2,4,0.00013263,0.00051083,0.011815,911,4,-1.5431,0.99987,0.99988,1,20394,0,-1.5431
877,Arl3,4,0.0001335,0.0005141,0.011878,912,4,-1.3273,0.99987,0.99987,1,20393,0,-1.3273
878,Usp8,4,0.00013381,0.00051596,0.011908,913,4,-2.2343,0.99987,0.99987,1,20392,0,-2.2343
879,Med30,4,0.00013419,0.00051829,0.011932,914,4,-2.0375,0.99987,0.99987,1,20391,0,-2.0375
880,Pibf1,4,0.00013444,0.00051829,0.011932,915,4,-1.5826,0.99987,0.99987,1,20390,0,-1.5826
881,Mrps17,4,0.00013463,0.00051876,0.011932,916,4,-1.5242,0.99987,0.99987,1,20389,0,-1.5242
882,Wdr12,4,0.00013494,0.00051923,0.011932,917,4,-1.3964,0.99987,0.99987,1,20388,0,-1.3964
883,Rptor,4,0.00013582,0.00052249,0.011974,918,4,-1.1807,0.99986,0.99987,1,20387,0,-1.1807
884,Cep20,4,0.00013614,0.00052296,0.011974,919,4,-1.5517,0.99986,0.99987,1,20386,0,-1.5517
885,Ap2s1,4,0.0001362,0.00052296,0.011974,920,4,-1.0904,0.99986,0.99987,1,20385,0,-1.0904
886,E4f1,4,0.00013633,0.00052389,0.011974,921,4,-1.1379,0.99986,0.99987,1,20384,0,-1.1379
887,Ppp1r10,4,0.00013639,0.00052389,0.011974,922,4,-1.8323,0.99986,0.99987,1,20383,0,-1.8323
888,Zcchc9,4,0.00013716,0.00052482,0.01198,923,4,-1.8377,0.99986,0.99987,1,20381,0,-1.8377
889,Ect2,4,0.00013722,0.00052529,0.01198,924,4,-2.7595,0.99899,0.99899,1,19863,0,-2.7595
890,Mrpl20,4,0.0001378,0.00052715,0.01201,925,4,-2.3443,0.99986,0.99987,1,20380,0,-2.3443
891,Kif3b,4,0.00013895,0.00053042,0.012071,926,4,-1.8067,0.99986,0.99987,1,20379,0,-1.8067
892,Ndufa6,4,0.0001394,0.00053322,0.012122,927,4,-1.7804,0.99986,0.99987,1,20378,0,-1.7804
893,Snupn,4,0.00013966,0.00053462,0.012141,928,4,-1.1859,0.99986,0.99987,1,20377,0,-1.1859
894,Clns1a,4,0.00013998,0.00053648,0.01217,929,4,-1.6754,0.99986,0.99987,1,20376,0,-1.6754
895,Dkc1,4,0.00014069,0.00053788,0.012189,930,4,-2.7688,0.99981,0.99982,1,20302,0,-2.7688
896,Thap11,4,0.0001418,0.00054254,0.012268,931,4,-1.9958,0.99986,0.99986,1,20375,0,-1.9958
897,Dmap1,4,0.00014226,0.00054487,0.012308,932,4,-2.0926,0.99986,0.99986,1,20374,0,-2.0926
898,Sympk,4,0.00014243,0.00054581,0.012316,933,4,-1.5679,0.99986,0.99986,1,20373,0,-1.5679
899,Cebpz,4,0.00014265,0.00054674,0.012324,934,4,-1.698,0.99986,0.99986,1,20372,0,-1.698
900,Wdr35,4,0.00014358,0.00055047,0.012395,935,4,-1.3405,0.99986,0.99986,1,20371,0,-1.3405
901,Cenpo,4,0.00014371,0.0005514,0.012402,936,4,-1.5507,0.99986,0.99986,1,20370,0,-1.5507
902,Snrpe,3,0.00014573,0.00044135,0.010734,937,3,-3.1274,0.99985,0.99985,1,20369,0,-3.1274
903,Ctcf,4,0.00014663,0.00056399,0.01264,938,4,-0.98255,0.99985,0.99986,1,20368,0,-0.98255
904,Mrps21,3,0.00014677,0.00044322,0.010755,939,3,-1.8371,0.99985,0.99985,1,20367,0,-1.8371
905,Ift27,4,0.0001469,0.00056399,0.01264,940,4,-1.6484,0.99985,0.99986,1,20366,0,-1.6484
906,Wdr4,4,0.00014704,0.00056446,0.01264,941,4,-1.4582,0.99985,0.99986,1,20365,0,-1.4582
907,Huwe1,4,0.00014717,0.00056492,0.01264,942,4,-1.3924,0.99985,0.99986,1,20363,0,-1.3924
908,Rrn3,4,0.00014814,0.00056866,0.012683,943,4,-3.0843,0.99981,0.99982,1,20300,0,-3.0843
909,Cstf2,4,0.00014818,0.00056866,0.012683,944,4,-1.8649,0.99985,0.99986,1,20362,0,-1.8649
910,Zc3h10,4,0.00014825,0.00056866,0.012683,945,4,-1.4363,0.99985,0.99986,1,20361,0,-1.4363
911,Snip1,4,0.00014845,0.00056959,0.012688,946,4,-1.6097,0.99985,0.99986,1,20360,0,-1.6097
912,Elp5,4,0.00014909,0.00057005,0.012688,947,4,-1.3403,0.99985,0.99986,1,20358,0,-1.3403
913,Slc35b2,4,0.00014926,0.00057099,0.012692,948,4,-1.5769,0.99985,0.99986,1,20357,0,-1.5769
914,Dzip1l,4,0.00014954,0.00057145,0.012692,949,4,-1.0306,0.99985,0.99986,1,20356,0,-1.0306
915,Exoc7,4,0.00014994,0.00057588,0.012777,950,4,-1.7,0.99985,0.99986,1,20355,0,-1.7
916,Abt1,4,0.0001507,0.00057891,0.012831,951,4,-2.2404,0.99985,0.99986,1,20354,0,-2.2404
917,Ndufv2,4,0.00015111,0.00058171,0.01288,952,4,-1.0919,0.99985,0.99986,1,20353,0,-1.0919
918,Gins3,4,0.00015165,0.00058498,0.012922,953,4,-1.2785,0.99985,0.99986,1,20352,0,-1.2785
919,Tmx2,4,0.0001518,0.00058498,0.012922,954,4,-2.6258,0.99978,0.99978,1,20254,0,-2.6258
920,Ccdc137,4,0.00015238,0.00058684,0.012939,955,4,-1.4046,0.99985,0.99986,1,20350,0,-1.4046
921,Ift57,4,0.00015463,0.0005957,0.01308,956,4,-1.1933,0.99985,0.99985,1,20349,0,-1.1933
922,Bud13,4,0.00015631,0.0006013,0.013176,957,4,-1.0588,0.99984,0.99985,1,20348,0,-1.0588
923,Sprr2a1,8,0.00015632,0.00095615,0.018109,958,7,-0.47517,0.50009,0.66226,1,10772,1,-0.47517
924,Gfpt1,4,0.00015636,0.0006013,0.013176,959,4,-3.3337,0.99966,0.99967,1,20140,0,-3.3337
925,Trp53rka,5,0.0001568,0.00074165,0.015186,960,4,-1.6092,0.99807,0.99808,1,19686,0,-1.6092
926,Psmd4,4,0.00015737,0.00060503,0.013244,961,4,-1.3916,0.99984,0.99985,1,20347,0,-1.3916
927,Pi4kb,4,0.00015822,0.00060596,0.013251,962,4,-1.4506,0.99984,0.99985,1,20346,0,-1.4506
928,Rps15,3,0.0001595,0.00047027,0.011132,963,3,-2.9429,0.99984,0.99984,1,20345,0,-2.9429
929,Pop4,4,0.00015978,0.00061295,0.01339,964,4,-2.0856,0.99984,0.99985,1,20344,0,-2.0856
930,Alyref,4,0.00016014,0.00061529,0.013423,965,4,-1.092,0.99984,0.99985,1,20343,0,-1.092
931,Pdha1,4,0.00016025,0.00061575,0.013423,966,4,-1.2147,0.99984,0.99985,1,20342,0,-1.2147
932,Nrf1,4,0.00016067,0.00061668,0.01343,967,3,-2.5654,0.95281,0.95265,1,18249,0,-2.5654
933,Uba3,4,0.00016136,0.00061808,0.013433,968,4,-1.6818,0.99984,0.99985,1,20339,0,-1.6818
934,Naa25,4,0.00016136,0.00061808,0.013433,969,4,-2.2041,0.99807,0.99808,1,19684,0,-2.2041
935,Foxr2,4,0.00016189,0.00061902,0.013439,970,4,-2.5252,0.9984,0.99841,1,19744,0,-2.5252
936,Cep83,4,0.00016295,0.00062368,0.013513,972,4,-1.728,0.99984,0.99985,1,20338,0,-1.728
937,BB287469,8,0.0001634,0.0010042,0.018819,973,7,-0.74522,0.98372,0.98378,1,18934,0,-0.74522
938,Twistnb,4,0.0001636,0.00062648,0.01356,974,4,-2.2482,0.99984,0.99985,1,20337,0,-2.2482
939,Eif3e,4,0.00016426,0.00062741,0.013562,975,4,-1.4388,0.99984,0.99985,1,20336,0,-1.4388
940,Vmn1r113,9,0.00016434,0.001013,0.018935,976,6,-0.7663,0.011984,0.049616,0.77864,945,3,-0.7663
941,Uspl1,4,0.00016434,0.00062788,0.013562,977,3,-2.4602,0.92863,0.92841,1,17794,0,-2.4602
942,Get1,4,0.00016514,0.00062974,0.013589,978,4,-0.80813,0.99983,0.99984,1,20334,0,-0.80813
943,Cyc1,4,0.00016675,0.0006344,0.013662,979,4,-2.1606,0.99983,0.99984,1,20332,0,-2.1606
944,Opa1,4,0.0001672,0.00063674,0.013698,980,4,-1.1637,0.99983,0.99984,1,20331,0,-1.1637
945,Banf1,4,0.00016757,0.0006386,0.01372,981,4,-2.6832,0.99983,0.99984,1,20330,0,-2.6832
946,Nup107,4,0.00016779,0.00063907,0.01372,982,4,-1.223,0.99983,0.99984,1,20329,0,-1.223
947,Rpl7l1,4,0.00016831,0.00064047,0.013736,983,4,-1.432,0.99983,0.99984,1,20327,0,-1.432
948,St6galnac2,4,0.0001692,0.00064326,0.013782,984,4,-0.94676,0.99983,0.99984,1,20326,0,-0.94676
949,Nudc,4,0.00016943,0.00064513,0.013808,985,4,-1.0857,0.99983,0.99984,1,20325,0,-1.0857
950,Rbm22,4,0.00016995,0.00064746,0.01384,986,4,-2.1169,0.99983,0.99984,1,20324,0,-2.1169
951,Dicer1,4,0.0001701,0.00064793,0.01384,987,4,-1.1979,0.99983,0.99984,1,20323,0,-1.1979
952,Aamp,4,0.00017187,0.00065492,0.013962,988,4,-2.354,0.99939,0.99939,1,19974,0,-2.354
953,Ints8,4,0.0001719,0.00065492,0.013962,989,4,-0.91354,0.99983,0.99984,1,20322,0,-0.91354
954,Ccnh,4,0.00017296,0.00065679,0.013988,990,4,-1.768,0.99983,0.99984,1,20321,0,-1.768
955,Pcf11,4,0.00017349,0.00065865,0.014013,991,4,-1.423,0.99983,0.99984,1,20320,0,-1.423
956,Mettl14,4,0.0001738,0.00066005,0.014029,992,4,-1.2945,0.99983,0.99984,1,20319,0,-1.2945
957,Dbpht2,4,0.00017524,0.00066518,0.014091,993,3,-2.5843,0.58117,0.59739,1,11821,1,-2.5843
958,Polr3k,4,0.00017534,0.00066518,0.014091,994,4,-2.9025,0.99931,0.99931,1,19951,0,-2.9025
959,Ten1,4,0.0001754,0.00066565,0.014091,995,4,-1.0126,0.99982,0.99983,1,20318,0,-1.0126
960,Mup1,8,0.00017576,0.0010755,0.019729,997,6,-0.74641,0.15519,0.33228,0.993542,5434,1,-0.74641
961,Ddx10,4,0.00017597,0.00066751,0.014104,998,4,-2.646,0.99963,0.99964,1,20113,0,-2.646
962,Cdc45,4,0.00017656,0.00066891,0.014104,999,4,-2.2986,0.99982,0.99983,1,20316,0,-2.2986
963,Taf6,4,0.00017682,0.00066984,0.01411,1000,4,-2.4112,0.99782,0.99783,1,19646,0,-2.4112
964,LTO1,4,0.00017719,0.00067171,0.014121,1001,4,-2.9563,0.99939,0.99939,1,19978,0,-2.9563
965,Gclc,4,0.00017787,0.00067497,0.014176,1002,4,-1.5028,0.99982,0.99983,1,20315,0,-1.5028
966,Hnrnpl,4,0.00017849,0.00067777,0.01422,1003,4,-1.7722,0.99982,0.99983,1,20314,0,-1.7722
967,Qrich2,4,0.00017927,0.0006801,0.014255,1004,4,-0.80075,0.99982,0.99983,1,20313,0,-0.80075
968,Sprtn,4,0.00018028,0.00068243,0.01429,1005,4,-1.9827,0.99982,0.99983,1,20311,0,-1.9827
969,Nup214,4,0.00018095,0.00068476,0.014325,1006,4,-2.7103,0.9998,0.99981,1,20284,0,-2.7103
970,Atp2b1,4,0.0001813,0.0006857,0.01433,1007,4,-1.3668,0.99982,0.99983,1,20309,0,-1.3668
971,Pfdn1,4,0.00018161,0.00068663,0.014336,1008,4,-1.1154,0.99982,0.99983,1,20308,0,-1.1154
972,Rpp14,4,0.00018224,0.00068943,0.014375,1009,4,-1.9929,0.99955,0.99957,1,20064,0,-1.9929
973,Tube1,4,0.00018248,0.00068989,0.014375,1010,4,-1.5807,0.99982,0.99983,1,20307,0,-1.5807
974,Sco1,4,0.00018315,0.00069362,0.01442,1011,4,-1.2265,0.99982,0.99983,1,20306,0,-1.2265
975,Mcm4,4,0.00018319,0.00069362,0.01442,1012,4,-2.9388,0.99843,0.99844,1,19750,0,-2.9388
976,Brca1,4,0.00018335,0.00069409,0.01442,1013,4,-0.84521,0.99982,0.99982,1,20305,0,-0.84521
977,Tmem258,4,0.00018395,0.00069689,0.014464,1014,3,-1.6912,0.98594,0.98593,1,19015,0,-1.6912
978,Ssu72,3,0.00018419,0.00053928,0.012207,1015,3,-1.6815,0.99982,0.99981,1,20304,0,-1.6815
979,Vmp1,4,0.00018423,0.00069875,0.014489,1016,3,-1.9517,0.96021,0.96009,1,18407,0,-1.9517
980,Aco2,4,0.00018454,0.00070062,0.014513,1017,4,-1.1985,0.99982,0.99982,1,20303,0,-1.1985
981,Olfr1371,8,0.00018636,0.0011459,0.020654,1018,6,-0.94559,0.99013,0.99018,1,19158,0,-0.94559
982,Atp6v0d1,4,0.00018662,0.00070715,0.01462,1019,4,-2.3887,0.99975,0.99975,1,20217,0,-2.3887
983,Gm10145,2,0.00018854,0.00036628,0.009554,1020,1,-1.8755,0.87327,0.87329,1,16791,0,-1.8755
984,Anapc5,4,0.00019026,0.00071974,0.014866,1021,4,-2.1394,0.99981,0.99982,1,20299,0,-2.1394
985,Btf3,4,0.00019059,0.0007216,0.01489,1022,4,-1.6787,0.99981,0.99982,1,20298,0,-1.6787
986,Atp5o,4,0.00019108,0.00072347,0.014914,1023,4,-1.0407,0.99981,0.99982,1,20297,0,-1.0407
987,Arl16,4,0.00019189,0.00072673,0.014967,1024,4,-1.5019,0.99981,0.99982,1,20296,0,-1.5019
988,Kif18b,4,0.00019304,0.00073046,0.015014,1025,4,-1.6903,0.99981,0.99982,1,20295,0,-1.6903
989,Ddb1,4,0.00019313,0.00073046,0.015014,1026,4,-1.5696,0.99981,0.99982,1,20294,0,-1.5696
990,Romo1,4,0.00019346,0.00073139,0.015014,1027,4,-1.295,0.99981,0.99982,1,20293,0,-1.295
991,Traf3ip1,4,0.0001937,0.00073186,0.015014,1028,4,-1.6774,0.99981,0.99981,1,20292,0,-1.6774
992,Lsm4,4,0.00019503,0.00074119,0.015186,1029,4,-2.4155,0.9998,0.99981,1,20291,0,-2.4155
993,Cops6,4,0.00019611,0.00074678,0.015271,1030,4,-2.1698,0.9998,0.99981,1,20290,0,-2.1698
994,Rad51d,4,0.00019628,0.00074725,0.015271,1031,4,-1.1173,0.9998,0.99981,1,20289,0,-1.1173
995,Cenpn,4,0.00019658,0.00074911,0.015279,1032,4,-1.8784,0.99929,0.99929,1,19944,0,-1.8784
996,Anapc13,4,0.00019661,0.00074911,0.015279,1033,4,-1.098,0.9998,0.99981,1,20288,0,-1.098
997,Psmd8,4,0.00019757,0.00075098,0.015288,1034,3,-2.099,0.90243,0.9021,1,17282,0,-2.099
998,Rad17,4,0.00019837,0.00075331,0.015321,1035,4,-1.2937,0.9998,0.99981,1,20287,0,-1.2937
999,Arl2,4,0.00019862,0.00075471,0.015335,1036,4,-1.4826,0.9998,0.99981,1,20286,0,-1.4826
1000,Cops4,4,0.00019972,0.00075937,0.015415,1037,4,-1.7525,0.9998,0.99981,1,20285,0,-1.7525
1001,Cox5a,4,0.00020158,0.0007659,0.015532,1038,4,-1.3686,0.9998,0.99981,1,20283,0,-1.3686
1002,Acox1,4,0.00020192,0.00076777,0.015555,1039,4,-0.88342,0.9998,0.99981,1,20282,0,-0.88342
1003,Snapc4,3,0.00020234,0.00058544,0.012922,1040,3,-2.9434,0.9998,0.99979,1,20281,0,-2.9434
1004,Paxip1,4,0.00020303,0.00077196,0.015611,1041,4,-1.1983,0.9998,0.99981,1,20280,0,-1.1983
1005,Exoc1,4,0.0002032,0.0007729,0.015615,1042,4,-1.04,0.9998,0.99981,1,20279,0,-1.04
1006,Tinf2,4,0.00020354,0.00077429,0.015628,1043,4,-2.5415,0.9998,0.9998,1,20278,0,-2.5415
1007,Exosc2,4,0.0002038,0.00077523,0.015632,1044,4,-1.4077,0.9998,0.9998,1,20277,0,-1.4077
1008,Pomp,3,0.00020534,0.0005957,0.01308,1045,3,-2.0423,0.99979,0.99979,1,20276,0,-2.0423
1009,Smc5,4,0.00020647,0.00078688,0.015816,1046,4,-1.4864,0.99979,0.9998,1,20275,0,-1.4864
1010,Mau2,4,0.00020708,0.00078735,0.015816,1047,4,-2.1844,0.99881,0.9988,1,19816,0,-2.1844
1011,Sf3a2,4,0.00020839,0.00079108,0.015861,1048,4,-1.9844,0.99979,0.9998,1,20274,0,-1.9844
1012,Ift52,4,0.0002086,0.00079201,0.015865,1049,4,-1.5346,0.99979,0.9998,1,20273,0,-1.5346
1013,Pik3ca,4,0.00020891,0.00079435,0.015876,1050,4,-1.365,0.99979,0.9998,1,20272,0,-1.365
1014,Sys1,4,0.00020894,0.00079435,0.015876,1051,4,-2.3812,0.99824,0.99825,1,19714,0,-2.3812
1015,Kat5,4,0.00020915,0.00079481,0.015876,1052,3,-2.5895,0.96199,0.96189,1,18448,0,-2.5895
1016,Mrpl37,4,0.00020978,0.00079901,0.015937,1053,4,-1.6382,0.99979,0.9998,1,20270,0,-1.6382
1017,Exoc8,4,0.00021013,0.00080041,0.015937,1054,4,-1.2091,0.99979,0.9998,1,20269,0,-1.2091
1018,Numa1,4,0.00021031,0.00080087,0.015937,1056,4,-1.9521,0.99979,0.9998,1,20268,0,-1.9521
1019,Pisd,4,0.00021066,0.00080181,0.015941,1057,4,-1.9339,0.99979,0.9998,1,20267,0,-1.9339
1020,Trappc5,4,0.0002111,0.00080414,0.015967,1058,4,-1.5465,0.99979,0.9998,1,20266,0,-1.5465
1021,Psma2,4,0.00021143,0.0008046,0.015967,1059,3,-2.836,0.58263,0.59853,1,11844,1,-2.836
1022,Tmem216,4,0.00021358,0.00080973,0.016053,1060,4,-1.5623,0.99979,0.99979,1,20264,0,-1.5623
1023,Polr2c,4,0.00021415,0.00081253,0.016094,1061,4,-3.3083,0.99957,0.99958,1,20076,0,-3.3083
1024,Mrpl11,4,0.00021491,0.00081673,0.016126,1062,4,-0.94201,0.99979,0.99979,1,20263,0,-0.94201
1025,Zbtb17,4,0.000215,0.00081673,0.016126,1063,4,-2.141,0.99978,0.99979,1,20262,0,-2.141
1026,Kif20a,4,0.00021527,0.00081719,0.016126,1064,4,-1.3579,0.99978,0.99979,1,20260,0,-1.3579
1027,Rhox4a,19,0.00021631,0.0018967,0.029987,1065,12,-0.40639,0.72811,0.90276,1,14251,1,-0.40639
1028,U2af2,4,0.00021769,0.00082652,0.016295,1066,4,-1.826,0.99978,0.99978,1,20259,0,-1.826
1029,Ndufa8,4,0.00021805,0.00082792,0.016307,1067,4,-1.0996,0.99978,0.99978,1,20258,0,-1.0996
1030,Cdt1,4,0.00021905,0.00083351,0.016396,1068,4,-2.4465,0.99978,0.99978,1,20257,0,-2.4465
1031,2310011J03Rik,4,0.00021941,0.00083398,0.016396,1069,4,-2.1956,0.99978,0.99978,1,20256,0,-2.1956
1032,Uqcc1,4,0.00022041,0.00083678,0.016436,1070,4,-1.2713,0.99978,0.99978,1,20255,0,-1.2713
1033,Gtf3c4,4,0.00022214,0.00084191,0.016521,1071,4,-1.8419,0.99978,0.99978,1,20253,0,-1.8419
1034,Nubp1,4,0.00022228,0.00084284,0.016525,1072,4,-2.875,0.99978,0.99978,1,20252,0,-2.875
1035,Spag5,4,0.00022297,0.0008461,0.016567,1073,4,-1.1428,0.99978,0.99978,1,20251,0,-1.1428
1036,Gatad1,4,0.00022458,0.00085217,0.016661,1074,4,-0.9192,0.99978,0.99978,1,20250,0,-0.9192
1037,Cdc40,4,0.00022624,0.0008587,0.01677,1075,4,-0.85503,0.9992,0.9992,1,19914,0,-0.85503
1038,Eapp,4,0.00022638,0.00085963,0.01677,1076,4,-1.5086,0.99977,0.99978,1,20248,0,-1.5086
1039,Uqcrc2,4,0.000227,0.00086382,0.016825,1077,3,-2.8158,0.68762,0.68778,1,13520,1,-2.8158
1040,Gm10254,3,0.0002272,0.00066891,0.014104,1078,3,-2.52,0.99977,0.99977,1,20247,0,-2.52
1041,Mrps26,4,0.00022754,0.00086452,0.016825,1079,4,-1.7243,0.99977,0.99978,1,20246,0,-1.7243
1042,Timm23,3,0.00022833,0.00067124,0.014121,1080,3,-2.8543,0.99977,0.99977,1,20245,0,-2.8543
1043,Gle1,4,0.00022843,0.00087129,0.016941,1081,4,-1.0961,0.99977,0.99978,1,20244,0,-1.0961
1044,Thoc1,4,0.0002288,0.00087268,0.016953,1082,4,-1.8564,0.99977,0.99978,1,20243,0,-1.8564
1045,Ppp1r2,4,0.0002304,0.00088201,0.017119,1083,4,-1.1148,0.99977,0.99977,1,20242,0,-1.1148
1046,Rps20,2,0.0002319,0.00045348,0.010891,1084,2,-3.3444,0.99977,0.99976,1,20241,0,-3.3444
1047,Metap2,4,0.00023206,0.00088761,0.017196,1085,4,-2.6008,0.99787,0.99788,1,19655,0,-2.6008
1048,Bap1,4,0.00023257,0.000889,0.017207,1086,4,-1.5689,0.99977,0.99977,1,20240,0,-1.5689
1049,Ciapin1,4,0.00023314,0.00089087,0.017228,1087,4,-1.4602,0.99977,0.99977,1,20239,0,-1.4602
1050,U2surp,4,0.0002339,0.00089553,0.017302,1088,4,-1.6099,0.99977,0.99977,1,20238,0,-1.6099
1051,Sf3b6,4,0.00023406,0.00089647,0.017304,1089,3,-2.822,0.97692,0.97687,1,18775,0,-2.822
