id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
H3c1	20	7.0227e-19	2.3315e-07	0.000248	1	19	-3.273	0.99984	0.99984	1.0	20341	0	-3.273
H2bc11	9	6.7291e-15	2.3315e-07	0.000248	2	9	-4.6483	1.0	1.0	1.0	21231	0	-4.6483
H2ac10	21	4.0835e-14	2.3315e-07	0.000248	3	20	-2.6529	1.0	1.0	1.0	21216	0	-2.6529
Btbd35f1	29	2.2639e-12	2.3315e-07	0.000248	4	24	-1.0728	0.99421	0.99867	1.0	19351	1	-1.0728
Gm20738	23	3.034e-11	2.3315e-07	0.000248	5	19	-1.0302	0.98982	0.99633	1.0	19149	1	-1.0302
H3c13	11	3.1061e-10	2.3315e-07	0.000248	6	11	-2.3318	1.0	1.0	1.0	21233	0	-2.3318
Mfap1a	7	3.5682e-10	2.3315e-07	0.000248	7	7	-2.9264	1.0	1.0	1.0	21232	0	-2.9264
Gm14150	6	8.7733e-10	2.3315e-07	0.000248	8	6	-3.3418	1.0	1.0	1.0	21230	0	-3.3418
Gm10058	12	2.7959e-09	2.3315e-07	0.000248	9	11	-1.5591	1.0	1.0	1.0	21223	0	-1.5591
Gm10439	26	6.7463e-09	2.3315e-07	0.000248	10	19	-0.77978	0.99838	0.99913	1.0	19740	1	-0.77978
Gm14295	14	1.3721e-08	2.3315e-07	0.000248	11	12	-0.99372	1.0	1.0	1.0	21180	0	-0.99372
Eif4a3	4	1.6709e-08	2.3315e-07	0.000248	12	4	-4.2991	1.0	1.0	1.0	21229	0	-4.2991
Rpl18	3	2.8673e-08	2.3315e-07	0.000248	13	3	-4.534	1.0	1.0	1.0	21228	0	-4.534
4930467E23Rik	11	2.9253e-08	2.3315e-07	0.000248	14	10	-1.4657	1.0	1.0	1.0	21141	0	-1.4657
Rabggtb	4	3.4788e-08	2.3315e-07	0.000248	15	4	-3.5799	1.0	1.0	1.0	21227	0	-3.5799
Sox9	4	3.6483e-08	2.3315e-07	0.000248	16	4	-3.3457	1.0	1.0	1.0	21226	0	-3.3457
Gm10054	5	4.3019e-08	2.3315e-07	0.000248	17	5	-3.1823	1.0	1.0	1.0	21225	0	-3.1823
Rps15a	4	6.4635e-08	2.3315e-07	0.000248	18	4	-3.4098	1.0	1.0	1.0	21224	0	-3.4098
Gins2	4	7.706e-08	2.3315e-07	0.000248	19	4	-3.6213	1.0	1.0	1.0	21222	0	-3.6213
Heatr1	4	7.7994e-08	2.3315e-07	0.000248	20	4	-3.7414	1.0	1.0	1.0	21221	0	-3.7414
Eif2s1	4	9.319e-08	6.9945e-07	0.000437	21	4	-4.0831	1.0	1.0	1.0	21220	0	-4.0831
Fau	4	9.4673e-08	6.9945e-07	0.000437	22	4	-3.1586	1.0	1.0	1.0	21219	0	-3.1586
Wdr70	4	1.0689e-07	6.9945e-07	0.000437	23	4	-3.6138	1.0	1.0	1.0	21218	0	-3.6138
Thoc3	4	1.3168e-07	6.9945e-07	0.000437	24	4	-2.8388	1.0	1.0	1.0	21217	0	-2.8388
1700040F15Rik	8	1.911e-07	1.6321e-06	0.000568	25	8	-1.6391	1.0	1.0	1.0	21215	0	-1.6391
Rae1	4	2.1976e-07	6.9945e-07	0.000437	26	4	-3.152	1.0	1.0	1.0	21214	0	-3.152
Wdr1	4	2.2387e-07	6.9945e-07	0.000437	27	4	-2.9455	1.0	1.0	1.0	21213	0	-2.9455
Prpf19	4	2.3601e-07	6.9945e-07	0.000437	28	4	-3.1271	1.0	1.0	1.0	21212	0	-3.1271
Rpl3	4	2.5202e-07	6.9945e-07	0.000437	29	4	-3.9699	1.0	1.0	1.0	21211	0	-3.9699
Rrm1	4	2.6206e-07	6.9945e-07	0.000437	30	4	-3.5578	1.0	1.0	1.0	21210	0	-3.5578
Eef1a1	4	2.73e-07	6.9945e-07	0.000437	31	4	-3.5884	1.0	1.0	1.0	21209	0	-3.5884
Gm15459	2	2.9897e-07	6.9945e-07	0.000437	32	2	-4.0704	1.0	1.0	1.0	21208	0	-4.0704
Cltc	4	3.182e-07	6.9945e-07	0.000437	33	4	-2.9556	1.0	1.0	1.0	21207	0	-2.9556
Urod	4	3.3258e-07	6.9945e-07	0.000437	34	4	-2.5066	1.0	1.0	1.0	21206	0	-2.5066
Sf3b5	4	3.4529e-07	6.9945e-07	0.000437	35	4	-3.9864	1.0	1.0	1.0	21205	0	-3.9864
H4c12	6	3.7323e-07	1.6321e-06	0.000568	36	6	-2.2626	1.0	1.0	1.0	21204	0	-2.2626
5031410I06Rik	10	3.743e-07	2.0984e-06	0.000685	37	9	-1.2872	0.98731	0.98742	1.0	19053	0	-1.2872
Cpsf3	4	4.0868e-07	1.1658e-06	0.000476	38	4	-2.4635	1.0	1.0	1.0	21203	0	-2.4635
Phb2	4	4.1195e-07	1.1658e-06	0.000476	39	4	-3.0909	1.0	1.0	1.0	21202	0	-3.0909
Mat2a	4	4.2351e-07	1.1658e-06	0.000476	40	4	-2.9491	1.0	1.0	1.0	21201	0	-2.9491
Cdk1	4	4.2435e-07	1.1658e-06	0.000476	41	4	-4.0096	1.0	1.0	1.0	21200	0	-4.0096
Tubb5	4	4.3788e-07	1.1658e-06	0.000476	42	4	-3.6298	1.0	1.0	1.0	21199	0	-3.6298
Gm10665	26	4.4444e-07	4.8962e-06	0.001083	43	17	-0.81918	0.071975	0.26999	0.970035	3444	6	-0.81918
Eif5	4	4.7677e-07	1.1658e-06	0.000476	44	4	-2.7824	1.0	1.0	1.0	21198	0	-2.7824
Srsf1	4	4.9716e-07	1.1658e-06	0.000476	45	4	-3.5972	1.0	1.0	1.0	21197	0	-3.5972
Gm16451	16	5.0113e-07	5.3625e-06	0.001139	46	13	-1.2926	0.99402	0.99411	1.0	19341	0	-1.2926
Zpr1	4	5.0855e-07	1.1658e-06	0.000476	47	4	-2.5268	1.0	1.0	1.0	21196	0	-2.5268
H4c1	10	5.1161e-07	3.9636e-06	0.001026	48	7	-1.9843	0.99392	0.99396	1.0	19334	0	-1.9843
Cct4	4	5.2601e-07	1.1658e-06	0.000476	49	4	-3.5802	1.0	1.0	1.0	21195	0	-3.5802
Rnpc3	4	5.602e-07	1.1658e-06	0.000476	50	4	-3.1011	1.0	1.0	1.0	21194	0	-3.1011
Polr2a	4	5.6848e-07	1.1658e-06	0.000476	51	4	-2.7418	1.0	1.0	1.0	21193	0	-2.7418
Ccna2	4	5.6952e-07	1.1658e-06	0.000476	52	4	-2.5052	1.0	1.0	1.0	21192	0	-2.5052
Yars	4	5.758e-07	1.1658e-06	0.000476	53	4	-2.9485	1.0	1.0	1.0	21191	0	-2.9485
Ran	4	5.8214e-07	1.1658e-06	0.000476	54	4	-3.1645	1.0	1.0	1.0	21190	0	-3.1645
Fdps	4	5.9388e-07	1.1658e-06	0.000476	55	4	-2.7512	1.0	1.0	1.0	21189	0	-2.7512
Gm10340	6	5.9567e-07	3.031e-06	0.000906	56	6	-2.2067	1.0	1.0	1.0	21188	0	-2.2067
Taf1c	4	6.2905e-07	1.1658e-06	0.000476	57	4	-2.559	1.0	1.0	1.0	21187	0	-2.559
Ogt	4	6.3469e-07	1.1658e-06	0.000476	58	4	-2.8997	1.0	1.0	1.0	21186	0	-2.8997
Rabggta	4	6.3922e-07	1.1658e-06	0.000476	59	4	-1.7388	1.0	1.0	1.0	21185	0	-1.7388
Rad1	4	6.7519e-07	1.6321e-06	0.000568	60	4	-2.8119	1.0	1.0	1.0	21184	0	-2.8119
Guk1	4	6.8113e-07	1.6321e-06	0.000568	61	4	-3.2343	1.0	1.0	1.0	21183	0	-3.2343
Cct7	4	7.0774e-07	1.6321e-06	0.000568	62	4	-2.9091	1.0	1.0	1.0	21182	0	-2.9091
Gtf3c1	4	7.326e-07	1.6321e-06	0.000568	63	4	-2.7181	1.0	1.0	1.0	21181	0	-2.7181
Rpl8	4	7.4018e-07	1.6321e-06	0.000568	64	4	-3.5879	1.0	1.0	1.0	21179	0	-3.5879
Ndor1	4	7.6069e-07	1.6321e-06	0.000568	65	4	-2.3819	1.0	1.0	1.0	21178	0	-2.3819
Ccnb1	4	7.7504e-07	1.6321e-06	0.000568	66	4	-3.3857	1.0	1.0	1.0	21177	0	-3.3857
Rpl19	4	8.1656e-07	2.0984e-06	0.000685	67	4	-3.7171	1.0	1.0	1.0	21176	0	-3.7171
Nfs1	4	8.4562e-07	2.0984e-06	0.000685	68	4	-3.1281	1.0	1.0	1.0	21175	0	-3.1281
Krr1	4	8.6828e-07	2.0984e-06	0.000685	69	4	-2.8603	1.0	1.0	1.0	21174	0	-2.8603
Dynlt1-ps1	8	8.7772e-07	7.2277e-06	0.001323	70	8	-1.4177	1.0	1.0	1.0	21173	0	-1.4177
Trappc1	4	9.1199e-07	2.5647e-06	0.000825	71	4	-2.4083	1.0	1.0	1.0	21172	0	-2.4083
H2ac18	9	9.6164e-07	6.2951e-06	0.001215	72	9	-1.6265	1.0	1.0	1.0	21171	0	-1.6265
Nup93	4	9.6349e-07	3.031e-06	0.000906	73	4	-2.7793	1.0	1.0	1.0	21170	0	-2.7793
Pcna	4	9.728e-07	3.031e-06	0.000906	74	4	-3.4867	1.0	1.0	1.0	21169	0	-3.4867
Rangap1	4	9.9479e-07	3.031e-06	0.000906	75	4	-3.1275	1.0	1.0	1.0	21168	0	-3.1275
Xab2	4	1.0043e-06	3.031e-06	0.000906	76	4	-3.178	1.0	1.0	1.0	21167	0	-3.178
Rnf113a1	4	1.0236e-06	3.4973e-06	0.001017	77	4	-4.0127	1.0	1.0	1.0	21166	0	-4.0127
Ddx49	4	1.0647e-06	3.4973e-06	0.001017	78	4	-2.4549	1.0	1.0	1.0	21165	0	-2.4549
Drosha	4	1.0865e-06	3.9636e-06	0.001026	79	4	-3.1111	1.0	1.0	1.0	21164	0	-3.1111
Defa-ps16	8	1.17e-06	9.5592e-06	0.001538	80	7	-1.4313	0.99994	0.99995	1.0	20608	0	-1.4313
Plk1	4	1.1736e-06	3.9636e-06	0.001026	81	4	-4.1815	1.0	1.0	1.0	21163	0	-4.1815
Hmgcs1	4	1.2044e-06	3.9636e-06	0.001026	82	4	-3.0849	1.0	1.0	1.0	21162	0	-3.0849
A530032D15Rik	6	1.2372e-06	7.2277e-06	0.001323	83	6	-2.518	1.0	1.0	1.0	21154	0	-2.518
Rplp0	4	1.2376e-06	3.9636e-06	0.001026	84	4	-3.3546	1.0	1.0	1.0	21161	0	-3.3546
Nfib	4	1.2451e-06	3.9636e-06	0.001026	85	4	-2.656	1.0	1.0	1.0	21160	0	-2.656
Riok1	4	1.2507e-06	3.9636e-06	0.001026	86	4	-2.3846	1.0	1.0	1.0	21159	0	-2.3846
Rps19	4	1.2639e-06	3.9636e-06	0.001026	87	4	-2.561	1.0	1.0	1.0	21158	0	-2.561
Gm12918	3	1.3055e-06	4.4299e-06	0.001034	88	3	-3.8339	1.0	1.0	1.0	21157	0	-3.8339
Nip7	4	1.3062e-06	3.9636e-06	0.001026	89	4	-2.754	1.0	1.0	1.0	21156	0	-2.754
Eif3i	4	1.3139e-06	4.4299e-06	0.001034	90	4	-3.7311	1.0	1.0	1.0	21155	0	-3.7311
Hars	4	1.3694e-06	4.4299e-06	0.001034	91	4	-2.7542	1.0	1.0	1.0	21153	0	-2.7542
Polr1c	4	1.3897e-06	4.4299e-06	0.001034	92	4	-3.1297	1.0	1.0	1.0	21152	0	-3.1297
Rps11	4	1.4143e-06	4.4299e-06	0.001034	93	4	-2.9516	1.0	1.0	1.0	21151	0	-2.9516
Ahcy	4	1.4581e-06	4.4299e-06	0.001034	94	4	-1.8877	1.0	1.0	1.0	21150	0	-1.8877
Jmjd6	6	1.4651e-06	8.1603e-06	0.00142	95	6	-1.1266	1.0	1.0	1.0	21149	0	-1.1266
Phf5a	4	1.4943e-06	4.4299e-06	0.001034	96	4	-3.4785	1.0	1.0	1.0	21148	0	-3.4785
Pgd	4	1.5509e-06	4.4299e-06	0.001034	97	4	-2.3611	1.0	1.0	1.0	21147	0	-2.3611
Dhx8	4	1.5664e-06	4.4299e-06	0.001034	98	4	-3.004	1.0	1.0	1.0	21146	0	-3.004
Gm11236	16	1.5837e-06	1.6554e-05	0.001863	99	12	-0.80073	0.68117	0.86733	1.0	13396	2	-0.80073
Rpl4	4	1.6761e-06	4.8962e-06	0.001083	100	4	-3.0475	1.0	1.0	1.0	21145	0	-3.0475
Glul	4	1.6855e-06	4.8962e-06	0.001083	101	4	-2.8845	1.0	1.0	1.0	21144	0	-2.8845
Dpagt1	4	1.7864e-06	4.8962e-06	0.001083	102	4	-3.0024	1.0	1.0	1.0	21143	0	-3.0024
Txnl4a	4	1.8186e-06	4.8962e-06	0.001083	103	4	-3.0896	1.0	1.0	1.0	21142	0	-3.0896
Rps21	4	1.8537e-06	5.3625e-06	0.001139	104	4	-3.4523	1.0	1.0	1.0	21140	0	-3.4523
Smu1	4	1.8613e-06	5.3625e-06	0.001139	105	4	-4.1856	1.0	1.0	1.0	21139	0	-4.1856
Ndufs2	4	1.8663e-06	5.3625e-06	0.001139	106	4	-2.4505	1.0	1.0	1.0	21138	0	-2.4505
Eif6	4	2.0532e-06	5.8288e-06	0.001215	107	4	-2.5458	1.0	1.0	1.0	21137	0	-2.5458
Ncbp2	4	2.0697e-06	6.2951e-06	0.001215	108	4	-2.9003	1.0	1.0	1.0	21136	0	-2.9003
Gm11878	3	2.0798e-06	7.2277e-06	0.001323	109	3	-3.3577	1.0	1.0	1.0	21135	0	-3.3577
Snrpf	4	2.1083e-06	6.2951e-06	0.001215	110	4	-4.4396	1.0	1.0	1.0	21134	0	-4.4396
Kif11	4	2.1167e-06	6.2951e-06	0.001215	111	4	-2.5507	1.0	1.0	1.0	21133	0	-2.5507
Cwc22	4	2.1335e-06	6.2951e-06	0.001215	112	4	-2.7565	0.9999	0.99991	1.0	20478	0	-2.7565
Sap18	6	2.185e-06	1.1424e-05	0.001661	113	6	-1.9879	1.0	1.0	1.0	21132	0	-1.9879
Gmps	4	2.1959e-06	6.2951e-06	0.001215	114	4	-2.7778	1.0	1.0	1.0	21131	0	-2.7778
Dhdds	4	2.2016e-06	6.2951e-06	0.001215	115	4	-2.4291	1.0	1.0	1.0	21130	0	-2.4291
Exosc3	4	2.216e-06	6.2951e-06	0.001215	116	4	-2.3044	1.0	1.0	1.0	21129	0	-2.3044
Snrpd1	4	2.2655e-06	6.2951e-06	0.001215	117	4	-2.6981	1.0	1.0	1.0	21128	0	-2.6981
Puf60	4	2.3398e-06	6.7614e-06	0.001282	118	4	-3.6111	1.0	1.0	1.0	21127	0	-3.6111
Haus4	4	2.361e-06	6.7614e-06	0.001282	119	4	-2.4867	1.0	1.0	1.0	21126	0	-2.4867
Gm10406	5	2.3906e-06	1.0025e-05	0.001589	120	5	-1.6832	1.0	1.0	1.0	21125	0	-1.6832
Hspa5	4	2.4594e-06	6.9945e-06	0.001314	121	4	-3.2754	1.0	1.0	1.0	21124	0	-3.2754
Ints9	4	2.5512e-06	7.694e-06	0.001384	122	4	-2.2836	1.0	1.0	1.0	21123	0	-2.2836
Dars	4	2.5737e-06	7.694e-06	0.001384	123	4	-2.1944	1.0	1.0	1.0	21122	0	-2.1944
4930572O03Rik	7	2.6134e-06	1.6554e-05	0.001863	124	6	-1.5188	0.93367	0.9335	1.0	17891	0	-1.5188
Ptpn11	4	2.6258e-06	7.9271e-06	0.001414	125	4	-2.3158	1.0	1.0	1.0	21121	0	-2.3158
Rrm2	4	2.6291e-06	8.1603e-06	0.00142	126	4	-3.8339	1.0	1.0	1.0	21120	0	-3.8339
Atp5a1	4	2.6456e-06	8.1603e-06	0.00142	127	4	-2.4972	1.0	1.0	1.0	21119	0	-2.4972
Cct8	4	2.6837e-06	8.6266e-06	0.001489	128	4	-3.2554	0.99942	0.99943	1.0	19995	0	-3.2554
Dna2	4	2.6987e-06	8.8597e-06	0.001517	129	4	-2.4214	1.0	1.0	1.0	21118	0	-2.4214
Gm13611	3	2.7051e-06	9.5592e-06	0.001538	130	3	-4.7303	1.0	1.0	1.0	21117	0	-4.7303
Farsa	4	2.8491e-06	9.5592e-06	0.001538	131	4	-2.8198	1.0	1.0	1.0	21116	0	-2.8198
Xpo1	4	2.8595e-06	9.5592e-06	0.001538	132	4	-3.4982	1.0	1.0	1.0	21115	0	-3.4982
Polr2b	4	2.8771e-06	9.5592e-06	0.001538	133	4	-3.8091	1.0	1.0	1.0	21114	0	-3.8091
Cse1l	4	2.8911e-06	9.5592e-06	0.001538	134	4	-3.0134	1.0	1.0	1.0	21113	0	-3.0134
Cct3	4	2.9017e-06	9.5592e-06	0.001538	135	4	-1.9654	1.0	1.0	1.0	21112	0	-1.9654
Kctd10	4	2.923e-06	9.5592e-06	0.001538	136	4	-2.0794	1.0	1.0	1.0	21111	0	-2.0794
Mrps16	4	2.9337e-06	1.0025e-05	0.001589	137	4	-2.0519	1.0	1.0	1.0	21110	0	-2.0519
Rps6	4	2.9911e-06	1.0958e-05	0.001661	138	4	-3.1356	1.0	1.0	1.0	21109	0	-3.1356
Pole	4	3.0641e-06	1.0958e-05	0.001661	139	4	-3.0256	1.0	1.0	1.0	21108	0	-3.0256
Sf3b4	4	3.0678e-06	1.0958e-05	0.001661	140	4	-2.6857	1.0	1.0	1.0	21107	0	-2.6857
Chchd1	4	3.0752e-06	1.0958e-05	0.001661	141	4	-2.8423	1.0	1.0	1.0	21106	0	-2.8423
Wdr82	4	3.0863e-06	1.0958e-05	0.001661	142	4	-2.4135	1.0	1.0	1.0	21105	0	-2.4135
Cpsf4	4	3.1272e-06	1.1424e-05	0.001661	143	4	-3.2444	1.0	1.0	1.0	21104	0	-3.2444
Bub3	4	3.1497e-06	1.1424e-05	0.001661	144	4	-4.356	1.0	1.0	1.0	21103	0	-4.356
Dync1h1	4	3.1685e-06	1.1424e-05	0.001661	145	4	-2.3794	1.0	1.0	1.0	21102	0	-2.3794
Psmb7	4	3.2161e-06	1.1424e-05	0.001661	146	3	-3.1242	0.98552	0.98553	1.0	18997	0	-3.1242
Wdr34	4	3.2524e-06	1.1424e-05	0.001661	147	4	-2.2805	1.0	1.0	1.0	21101	0	-2.2805
Mrpl52	4	3.2989e-06	1.1424e-05	0.001661	148	4	-2.3544	1.0	1.0	1.0	21100	0	-2.3544
Psmc5	4	3.3774e-06	1.1891e-05	0.001683	149	4	-2.2478	1.0	1.0	1.0	21099	0	-2.2478
Dohh	4	3.3972e-06	1.1891e-05	0.001683	150	4	-2.796	1.0	1.0	1.0	21098	0	-2.796
Gatb	4	3.4172e-06	1.1891e-05	0.001683	151	4	-2.3466	1.0	1.0	1.0	21097	0	-2.3466
Hsd17b10	4	3.4452e-06	1.1891e-05	0.001683	152	4	-1.7867	1.0	1.0	1.0	21096	0	-1.7867
Ndufa1	4	3.5141e-06	1.2357e-05	0.00171	153	4	-3.0122	1.0	1.0	1.0	21095	0	-3.0122
Dctn6	4	3.6256e-06	1.2823e-05	0.00171	154	4	-2.5442	1.0	1.0	1.0	21094	0	-2.5442
Psma4	4	3.6381e-06	1.2823e-05	0.00171	155	4	-2.8707	1.0	1.0	1.0	21093	0	-2.8707
Med12	4	3.6844e-06	1.2823e-05	0.00171	156	4	-2.9887	1.0	1.0	1.0	21092	0	-2.9887
Brf2	4	3.7056e-06	1.2823e-05	0.00171	157	4	-2.8281	1.0	1.0	1.0	21091	0	-2.8281
Napa	4	3.7269e-06	1.2823e-05	0.00171	158	4	-2.975	1.0	1.0	1.0	21090	0	-2.975
Polr2g	4	3.7869e-06	1.2823e-05	0.00171	159	4	-3.3432	1.0	1.0	1.0	21089	0	-3.3432
Ipo13	4	3.8129e-06	1.2823e-05	0.00171	160	4	-2.692	1.0	1.0	1.0	21088	0	-2.692
Snapc3	4	3.8346e-06	1.3056e-05	0.00171	161	4	-2.3491	1.0	1.0	1.0	21087	0	-2.3491
Gm10662	13	3.8704e-06	3.4273e-05	0.002616	162	11	-0.8156	0.9997	0.99969	1.0	20171	0	-0.8156
Gm12957	4	3.927e-06	1.329e-05	0.00171	163	4	-2.6133	1.0	1.0	1.0	21086	0	-2.6133
Rad51	4	3.9403e-06	1.329e-05	0.00171	164	4	-2.5873	1.0	1.0	1.0	21085	0	-2.5873
Polr3h	4	3.9626e-06	1.329e-05	0.00171	165	4	-2.5852	1.0	1.0	1.0	21084	0	-2.5852
Upf1	4	4.0209e-06	1.329e-05	0.00171	166	4	-2.4375	1.0	1.0	1.0	21083	0	-2.4375
Psma5	4	4.0481e-06	1.329e-05	0.00171	167	4	-2.6632	1.0	1.0	1.0	21082	0	-2.6632
Rbm8a	4	4.0708e-06	1.329e-05	0.00171	168	4	-2.8884	1.0	1.0	1.0	21081	0	-2.8884
Vps25	4	4.112e-06	1.3756e-05	0.001739	169	4	-3.6041	1.0	1.0	1.0	21080	0	-3.6041
Cpsf2	4	4.1489e-06	1.3756e-05	0.001739	170	4	-2.9207	1.0	1.0	1.0	21079	0	-2.9207
Nedd8	4	4.1581e-06	1.3756e-05	0.001739	171	4	-2.6583	1.0	1.0	1.0	21078	0	-2.6583
Ruvbl2	4	4.244e-06	1.4689e-05	0.001835	172	4	-2.8011	0.99998	0.99998	1.0	20875	0	-2.8011
H3c6	4	4.2609e-06	1.4689e-05	0.001835	173	4	-3.9963	1.0	1.0	1.0	21077	0	-3.9963
Cox5b	4	4.3273e-06	1.5155e-05	0.001849	174	4	-1.8349	1.0	1.0	1.0	21076	0	-1.8349
Tmem107	4	4.3368e-06	1.5155e-05	0.001849	175	4	-2.0243	1.0	1.0	1.0	21075	0	-2.0243
Ppp2r3c	4	4.3848e-06	1.5155e-05	0.001849	176	4	-2.7136	1.0	1.0	1.0	21074	0	-2.7136
Atp2a2	4	4.3945e-06	1.5155e-05	0.001849	177	4	-2.9205	1.0	1.0	1.0	21073	0	-2.9205
Dut	4	4.4722e-06	1.5621e-05	0.001863	178	4	-2.8743	1.0	1.0	1.0	21072	0	-2.8743
Polr2e	4	4.4967e-06	1.5854e-05	0.001863	179	4	-2.7029	1.0	1.0	1.0	21071	0	-2.7029
Exosc8	4	4.5164e-06	1.6087e-05	0.001863	180	4	-2.568	1.0	1.0	1.0	21070	0	-2.568
Eif3g	4	4.5361e-06	1.6087e-05	0.001863	181	4	-2.0306	1.0	1.0	1.0	21069	0	-2.0306
Rpa1	4	4.5609e-06	1.6087e-05	0.001863	182	4	-2.6828	1.0	1.0	1.0	21068	0	-2.6828
Iars	4	4.5658e-06	1.6087e-05	0.001863	183	4	-2.5343	1.0	1.0	1.0	21067	0	-2.5343
Cct2	4	4.6107e-06	1.6087e-05	0.001863	184	4	-3.0652	1.0	1.0	1.0	21065	0	-3.0652
Cop1	4	4.6207e-06	1.6087e-05	0.001863	185	4	-1.8549	1.0	1.0	1.0	21064	0	-1.8549
B9d1	4	4.6357e-06	1.6554e-05	0.001863	186	4	-2.6972	1.0	1.0	1.0	21063	0	-2.6972
Brf1	4	4.666e-06	1.6554e-05	0.001863	187	4	-3.4697	1.0	1.0	1.0	21062	0	-3.4697
Ctdp1	4	4.9975e-06	1.702e-05	0.001863	188	4	-3.1465	1.0	1.0	1.0	21061	0	-3.1465
Smo	4	5.0081e-06	1.702e-05	0.001863	189	4	-4.2954	0.99999	1.0	1.0	21060	0	-4.2954
Med22	4	5.0401e-06	1.702e-05	0.001863	190	4	-2.0961	0.99999	1.0	1.0	21059	0	-2.0961
Isca1	4	5.0562e-06	1.702e-05	0.001863	191	4	-3.594	0.99999	1.0	1.0	21058	0	-3.594
Cog4	4	5.1317e-06	1.702e-05	0.001863	192	4	-2.5078	0.99999	1.0	1.0	21057	0	-2.5078
Ift46	4	5.2107e-06	1.702e-05	0.001863	193	4	-2.1481	0.99999	1.0	1.0	21056	0	-2.1481
Ppp2ca	4	5.23e-06	1.702e-05	0.001863	194	4	-3.1606	0.99999	1.0	1.0	21055	0	-3.1606
Rfc3	4	5.2355e-06	1.702e-05	0.001863	195	4	-1.9667	0.99999	1.0	1.0	21054	0	-1.9667
Sbno1	4	5.3464e-06	1.7486e-05	0.001904	196	4	-2.5906	0.99999	0.99999	1.0	21053	0	-2.5906
Gm6136	3	5.4088e-06	1.8419e-05	0.001955	197	3	-3.6427	0.99999	1.0	1.0	21052	0	-3.6427
Yeats4	4	5.4251e-06	1.8419e-05	0.001955	198	4	-2.036	0.99999	0.99999	1.0	21051	0	-2.036
Ppil4	4	5.4932e-06	1.8419e-05	0.001955	199	4	-2.1898	0.99999	0.99999	1.0	21050	0	-2.1898
Rpl31	4	5.5218e-06	1.8419e-05	0.001955	200	4	-2.329	0.99999	0.99999	1.0	21049	0	-2.329
Eif2b2	4	5.5333e-06	1.8419e-05	0.001955	201	4	-4.1973	0.99999	0.99999	1.0	21048	0	-4.1973
Cenpm	4	5.5851e-06	1.8885e-05	0.001985	202	4	-2.1666	0.99999	0.99999	1.0	21047	0	-2.1666
Chaf1b	4	5.6489e-06	1.8885e-05	0.001985	203	4	-2.2753	0.99999	0.99999	1.0	21046	0	-2.2753
Tcp1	4	5.8138e-06	1.9352e-05	0.002023	204	4	-2.0386	0.99999	0.99999	1.0	21045	0	-2.0386
Slc7a5	4	5.8676e-06	1.9818e-05	0.002023	205	4	-2.3197	0.99999	0.99999	1.0	21044	0	-2.3197
Kansl3	4	5.8796e-06	1.9818e-05	0.002023	206	4	-2.0787	0.99999	0.99999	1.0	21043	0	-2.0787
Psma6	4	5.8864e-06	1.9818e-05	0.002023	207	4	-2.9493	0.99999	0.99998	1.0	20926	0	-2.9493
Polr2j	4	5.9823e-06	1.9818e-05	0.002023	208	4	-2.5851	0.99999	0.99999	1.0	21042	0	-2.5851
Ddx56	4	6.0036e-06	1.9818e-05	0.002023	209	4	-3.2765	0.9999	0.99991	1.0	20494	0	-3.2765
Sf3a1	4	6.2481e-06	2.0284e-05	0.002051	210	4	-2.9708	0.99999	0.99999	1.0	21041	0	-2.9708
Erh	4	6.2544e-06	2.0284e-05	0.002051	211	4	-3.108	0.99999	0.99999	1.0	21040	0	-3.108
Fam50a	4	6.3747e-06	2.075e-05	0.002059	212	4	-1.7203	0.99999	0.99999	1.0	21039	0	-1.7203
Polr3b	4	6.3939e-06	2.075e-05	0.002059	213	4	-2.5441	0.99999	0.99999	1.0	21038	0	-2.5441
Rps7	3	6.4187e-06	2.1217e-05	0.002076	214	3	-2.9481	0.99999	0.99999	1.0	21037	0	-2.9481
Snrpb	4	6.5748e-06	2.075e-05	0.002059	215	4	-3.4988	0.99999	0.99999	1.0	21036	0	-3.4988
Psmd14	4	6.6272e-06	2.075e-05	0.002059	216	4	-2.3455	0.99999	0.99999	1.0	21035	0	-2.3455
Zfp131	4	6.9481e-06	2.1217e-05	0.002076	217	4	-2.3562	0.99999	0.99999	1.0	21034	0	-2.3562
Psmb6	4	6.9685e-06	2.1217e-05	0.002076	218	4	-2.7349	0.99999	0.99999	1.0	21033	0	-2.7349
Wee1	4	7.0095e-06	2.1683e-05	0.002112	219	4	-2.7396	0.99999	0.99999	1.0	21032	0	-2.7396
Mak16	4	7.0438e-06	2.2149e-05	0.002128	220	4	-2.3822	0.99999	0.99999	1.0	21031	0	-2.3822
Gins1	4	7.0507e-06	2.2149e-05	0.002128	221	4	-2.8025	0.99999	0.99999	1.0	21030	0	-2.8025
Evc	4	7.0921e-06	2.2149e-05	0.002128	222	4	-2.6935	0.99999	0.99999	1.0	21029	0	-2.6935
Bptf	4	7.1823e-06	2.2616e-05	0.002163	223	4	-2.1089	0.99999	0.99999	1.0	21028	0	-2.1089
Max	4	7.3514e-06	2.4015e-05	0.002266	224	3	-2.3968	0.98787	0.98786	1.0	19076	0	-2.3968
