id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Gart	4	0.0012217	0.0044903	0.058522	1596	4	-0.90191	0.99878	0.99878	1.0	19808	0	-0.90191
Donson	4	0.0012222	0.0044926	0.058522	1597	3	-1.5549	0.99541	0.99543	1.0	19430	0	-1.5549
Ubap1	4	0.0012242	0.0044986	0.058565	1598	4	-1.3879	0.99692	0.99691	1.0	19547	0	-1.3879
H2bc18	4	0.0012279	0.0045143	0.05873	1599	4	-1.0805	0.99877	0.99877	1.0	19807	0	-1.0805
Ddx52	4	0.0012341	0.0045406	0.058967	1600	3	-1.3072	0.49492	0.53602	1.0	10710	1	-1.3072
Dnajc17	4	0.0012401	0.0045667	0.059264	1601	3	-2.0705	0.98134	0.98134	1.0	18873	0	-2.0705
Ngdn	4	0.0012409	0.0045691	0.059264	1602	4	-1.6633	0.99876	0.99876	1.0	19806	0	-1.6633
Lmo4	4	0.0012457	0.0045849	0.059433	1603	4	-0.51651	0.99875	0.99875	1.0	19805	0	-0.51651
Nfya	4	0.0012475	0.0045924	0.059494	1604	4	-0.61558	0.99875	0.99875	1.0	19804	0	-0.61558
Hsp90b1	4	0.0012566	0.004618	0.059789	1605	4	-0.47276	0.99874	0.99874	1.0	19803	0	-0.47276
Trmt5	4	0.0012629	0.0046446	0.060097	1606	3	-1.3314	0.54948	0.57368	1.0	11428	1	-1.3314
Elp6	4	0.001266	0.0046567	0.060192	1607	4	-1.0622	0.99873	0.99873	1.0	19802	0	-1.0622
P4hb	4	0.0012663	0.0046577	0.060192	1608	4	-0.83879	0.99873	0.99873	1.0	19801	0	-0.83879
Med29	4	0.0012724	0.0046782	0.060384	1609	3	-1.2634	0.37454	0.4626	1.0	9295	1	-1.2634
Cks1b	4	0.0012727	0.0046782	0.060384	1610	4	-1.2134	0.99873	0.99872	1.0	19800	0	-1.2134
Ndufc1	4	0.0012836	0.0047094	0.06075	1611	4	-0.84532	0.99872	0.99872	1.0	19799	0	-0.84532
1700001F09Rik	9	0.0012906	0.0069808	0.083271	1612	6	-0.67558	0.6426	0.77385	1.0	12768	1	-0.67558
Rps29	2	0.0012943	0.0024693	0.036665	1613	2	-3.2013	0.99855	0.99854	1.0	19768	0	-3.2013
Tgs1	4	0.0012961	0.0047565	0.061246	1614	4	-0.80352	0.9987	0.99871	1.0	19798	0	-0.80352
Gm12643	2	0.0013028	0.0024894	0.036911	1615	2	-3.0779	0.9987	0.99868	1.0	19797	0	-3.0779
Tipin	4	0.0013052	0.004791	0.061626	1616	4	-1.1772	0.99869	0.9987	1.0	19796	0	-1.1772
Gps1	4	0.0013059	0.0047929	0.061626	1617	4	-1.6406	0.99869	0.9987	1.0	19795	0	-1.6406
Tspan10	4	0.0013073	0.0047948	0.061626	1618	4	-1.1881	0.99869	0.9987	1.0	19794	0	-1.1881
Kif19a	4	0.0013132	0.0048181	0.061851	1619	4	-0.61716	0.99869	0.9987	1.0	19792	0	-0.61716
Mrpl46	4	0.0013137	0.0048213	0.061856	1620	4	-1.0606	0.99869	0.99869	1.0	19791	0	-1.0606
Rpf1	4	0.0013181	0.0048386	0.062026	1621	4	-1.2419	0.99868	0.99869	1.0	19790	0	-1.2419
Fam210a	4	0.0013191	0.0048404	0.062026	1622	4	-0.8149	0.99868	0.99869	1.0	19789	0	-0.8149
Exoc5	4	0.0013278	0.0048731	0.062407	1623	4	-1.0775	0.99867	0.99868	1.0	19788	0	-1.0775
Dmac2	4	0.0013303	0.004881	0.062439	1624	4	-0.69779	0.99867	0.99868	1.0	19787	0	-0.69779
Epc2	4	0.0013306	0.0048815	0.062439	1625	4	-0.7566	0.99867	0.99868	1.0	19786	0	-0.7566
Ndufb5	4	0.0013362	0.0048997	0.062634	1626	4	-1.275	0.99866	0.99867	1.0	19785	0	-1.275
Strap	4	0.0013383	0.0049085	0.062709	1627	4	-0.85561	0.99866	0.99867	1.0	19784	0	-0.85561
Fh1	4	0.0013403	0.0049155	0.062761	1628	4	-0.63285	0.99866	0.99867	1.0	19783	0	-0.63285
Usp16	4	0.0013561	0.0049775	0.06343	1629	3	-1.6667	0.9072	0.90698	1.0	17379	0	-1.6667
Pi4ka	4	0.0013568	0.0049799	0.06343	1630	3	-1.0028	0.87747	0.87717	1.0	16868	0	-1.0028
Psmd12	4	0.0013583	0.004985	0.063449	1631	4	-1.4565	0.9964	0.99639	1.0	19505	0	-1.4565
Arid2	4	0.0013587	0.0049873	0.063449	1632	4	-0.85235	0.99864	0.99865	1.0	19782	0	-0.85235
Mcrs1	3	0.001361	0.003844	0.051789	1633	3	-1.7065	0.99864	0.99866	1.0	19781	0	-1.7065
Ngrn	4	0.0013614	0.0049981	0.063495	1634	4	-0.51727	0.99864	0.99864	1.0	19780	0	-0.51727
Atrip	4	0.0013618	0.0049999	0.063495	1635	3	-1.5056	0.54187	0.56826	1.0	11334	1	-1.5056
Utp11	4	0.001366	0.0050162	0.063664	1636	4	-1.4214	0.99713	0.99712	1.0	19569	0	-1.4214
Trappc8	4	0.0013803	0.0050689	0.064256	1637	3	-2.2613	0.97995	0.97998	1.0	18844	0	-2.2613
Dis3l2	4	0.0013886	0.0050946	0.064543	1638	4	-0.80035	0.99861	0.99862	1.0	19779	0	-0.80035
Kdm2a	4	0.0013897	0.0051002	0.064545	1639	4	-0.7414	0.99861	0.99862	1.0	19778	0	-0.7414
Gemin4	4	0.0013915	0.005103	0.064545	1640	4	-1.6166	0.99861	0.99862	1.0	19777	0	-1.6166
Aurkb	4	0.0013918	0.0051039	0.064545	1641	3	-1.6826	0.88941	0.88915	1.0	17066	0	-1.6826
Trub2	3	0.0014041	0.0039521	0.053044	1642	3	-1.2145	0.9986	0.9986	1.0	19776	0	-1.2145
Uchl5	4	0.0014061	0.0051538	0.06511	1643	4	-0.56904	0.99859	0.9986	1.0	19775	0	-0.56904
Med19	4	0.0014062	0.0051547	0.06511	1644	3	-1.6898	0.98909	0.98908	1.0	19124	0	-1.6898
Gm11456	2	0.0014111	0.0026978	0.039532	1645	2	-2.6638	0.99859	0.99858	1.0	19774	0	-2.6638
Mrps12	4	0.0014165	0.0051916	0.065537	1646	4	-1.9898	0.99858	0.99859	1.0	19773	0	-1.9898
Lsm5	3	0.0014217	0.003996	0.053565	1647	3	-1.3979	0.99858	0.99859	1.0	19772	0	-1.3979
Ctr9	4	0.0014222	0.0052135	0.065774	1648	4	-1.9892	0.99845	0.99846	1.0	19755	0	-1.9892
Rbm48	4	0.0014244	0.0052237	0.065865	1649	3	-1.9949	0.98397	0.98397	1.0	18942	0	-1.9949
Rint1	4	0.0014258	0.0052286	0.065887	1650	4	-1.7926	0.99817	0.99818	1.0	19702	0	-1.7926
Gm10155	1	0.0014267	0.0014234	0.024275	1651	1	-6.0428	0.99857	0.99862	1.0	19771	0	-6.0428
Ddx19a	4	0.0014277	0.0052354	0.065933	1652	4	-1.2186	0.99857	0.99858	1.0	19770	0	-1.2186
Zwint	4	0.0014303	0.0052475	0.066047	1653	4	-1.622	0.99857	0.99858	1.0	19769	0	-1.622
Vmn1r149	2	0.0014472	0.0027668	0.040258	1654	2	-2.5063	0.99855	0.99854	1.0	19767	0	-2.5063
Naa38	4	0.0014515	0.0053203	0.066883	1655	4	-0.70627	0.99855	0.99856	1.0	19766	0	-0.70627
Mrpl17	4	0.0014604	0.0053501	0.067218	1656	3	-1.684	0.99542	0.99543	1.0	19431	0	-1.684
Esf1	4	0.0014658	0.0053697	0.067425	1657	4	-0.85277	0.99853	0.99855	1.0	19765	0	-0.85277
Mrpl40	4	0.0014783	0.0054154	0.067918	1658	4	-1.2858	0.99852	0.99854	1.0	19764	0	-1.2858
Mrpl35	4	0.0014828	0.0054308	0.068071	1659	3	-1.3643	0.065619	0.14403	0.8803	3286	1	-1.3643
Atp5j	4	0.0014954	0.0054802	0.06865	1660	4	-0.82566	0.9985	0.99852	1.0	19763	0	-0.82566
Tedc1	4	0.0015106	0.0055422	0.069386	1661	3	-1.409	0.9926	0.99258	1.0	19266	0	-1.409
Rpp21	4	0.001516	0.0055641	0.069619	1662	3	-1.7299	0.9792	0.97921	1.0	18825	0	-1.7299
Ptchd3	4	0.0015192	0.0055725	0.069683	1663	4	-0.70097	0.99848	0.9985	1.0	19762	0	-0.70097
Eny2	4	0.0015239	0.0055884	0.06984	1664	4	-0.79285	0.99848	0.99849	1.0	19761	0	-0.79285
Ube2cbp	4	0.0015274	0.0056024	0.069933	1665	4	-0.82528	0.99847	0.99849	1.0	19760	0	-0.82528
Mrpl23	4	0.0015274	0.0056024	0.069933	1666	3	-1.9566	0.97068	0.97058	1.0	18625	0	-1.9566
Mrpl39	4	0.0015297	0.0056098	0.069985	1667	3	-1.4494	0.99573	0.99574	1.0	19454	0	-1.4494
Mdh2	4	0.0015356	0.0056294	0.070188	1668	4	-0.48119	0.99846	0.99848	1.0	19759	0	-0.48119
Vmn1r128	6	0.0015371	0.0066049	0.079683	1669	4	-1.4729	0.3344	0.48553	1.0	8872	2	-1.4729
Seh1l	3	0.0015392	0.0043443	0.057152	1670	3	-1.4942	0.99846	0.99847	1.0	19758	0	-1.4942
Ttc1	4	0.0015442	0.0056555	0.070431	1671	4	-1.501	0.99846	0.99847	1.0	19757	0	-1.501
Ptges3l	5	0.0015579	0.0062962	0.076921	1672	4	-0.60631	0.99151	0.99157	1.0	19217	0	-0.60631
Eef1e1	4	0.0015581	0.005711	0.07108	1673	4	-1.2523	0.99809	0.99811	1.0	19687	0	-1.2523
Haus8	4	0.0015615	0.0057232	0.071189	1674	4	-1.4503	0.99844	0.99845	1.0	19753	0	-1.4503
Cenpc1	4	0.001563	0.0057288	0.071217	1675	4	-1.0804	0.99844	0.99845	1.0	19752	0	-1.0804
Fbxo38	4	0.0015652	0.0057376	0.071285	1676	4	-0.80472	0.99843	0.99845	1.0	19751	0	-0.80472
Ppp6c	4	0.0015674	0.0057465	0.071354	1677	3	-1.8363	0.99076	0.99072	1.0	19185	0	-1.8363
Surf6	4	0.0015744	0.0057689	0.071554	1678	3	-1.1906	0.9827	0.9827	1.0	18906	0	-1.1906
Cenpx	4	0.0015749	0.0057693	0.071554	1679	4	-0.63543	0.99843	0.99844	1.0	19749	0	-0.63543
Micos10	4	0.001583	0.005795	0.07183	1680	3	-1.5079	0.98673	0.9867	1.0	19030	0	-1.5079
Olfr380	5	0.0015859	0.0063858	0.077746	1681	4	-0.7067	0.99651	0.99649	1.0	19518	0	-0.7067
Mks1	4	0.0015913	0.0058243	0.072152	1682	4	-1.1673	0.99841	0.99842	1.0	19748	0	-1.1673
Gm12013	2	0.0015942	0.0030568	0.043355	1683	2	-3.3217	0.99841	0.99839	1.0	19747	0	-3.3217
Aspscr1	4	0.0016013	0.0058616	0.072556	1684	4	-0.87062	0.9984	0.99841	1.0	19746	0	-0.87062
Mrpl32	3	0.0016016	0.0045192	0.05873	1685	3	-1.8019	0.9984	0.99841	1.0	19745	0	-1.8019
Vmn1r183	3	0.0016018	0.0045196	0.05873	1686	2	-0.83784	0.23407	0.31103	0.989889	7259	1	-0.83784
Osbp	4	0.0016048	0.0058724	0.072577	1687	4	-1.5674	0.9984	0.9984	1.0	19743	0	-1.5674
Ercc2	4	0.0016151	0.0059097	0.072996	1688	4	-0.97842	0.99838	0.99839	1.0	19742	0	-0.97842
Cspp1	4	0.0016173	0.0059181	0.073057	1689	4	-0.64379	0.99838	0.99839	1.0	19741	0	-0.64379
Gtf2a2	4	0.0016248	0.0059456	0.073354	1690	3	-1.9464	0.95668	0.95659	1.0	18325	0	-1.9464
Cog8	4	0.0016296	0.0059624	0.073519	1691	4	-1.6585	0.99793	0.99794	1.0	19661	0	-1.6585
Arpc5	4	0.0016327	0.0059689	0.073556	1692	4	-0.47936	0.99837	0.99837	1.0	19738	0	-0.47936
Nelfa	4	0.0016401	0.0059941	0.073824	1693	4	-1.3829	0.99836	0.99836	1.0	19737	0	-1.3829
Pwp1	4	0.0016436	0.0060036	0.073856	1694	4	-0.91305	0.99836	0.99836	1.0	19736	0	-0.91305
Gm4600	2	0.001652	0.0031683	0.044316	1695	2	-2.8358	0.99835	0.99832	1.0	19735	0	-2.8358
Wdr33	4	0.0016613	0.0060631	0.074481	1696	4	-1.0543	0.99834	0.99834	1.0	19734	0	-1.0543
Mrps7	4	0.0016617	0.006065	0.074481	1697	3	-1.6988	0.99589	0.99591	1.0	19467	0	-1.6988
Psmd11	4	0.0016762	0.0061156	0.075015	1698	3	-1.2733	0.9836	0.98359	1.0	18930	0	-1.2733
Thoc7	4	0.0016792	0.006126	0.075101	1699	4	-0.83447	0.99832	0.99833	1.0	19733	0	-0.83447
Gm10132	2	0.0016807	0.0032284	0.045069	1700	2	-3.6664	0.99832	0.99829	1.0	19732	0	-3.6664
Pdcd5	4	0.0016829	0.006141	0.07524	1701	4	-1.0395	0.99832	0.99832	1.0	19731	0	-1.0395
Ccdc86	4	0.0016871	0.006154	0.075357	1702	4	-0.8885	0.99831	0.99832	1.0	19730	0	-0.8885
Gm12712	1	0.0016906	0.0016794	0.027345	1703	1	-3.9384	0.99831	0.99833	1.0	19729	0	-3.9384
Gtf2h1	4	0.0017077	0.0062184	0.076101	1704	4	-1.1938	0.99829	0.99829	1.0	19727	0	-1.1938
Gm12435	2	0.0017159	0.003304	0.045942	1705	2	-2.722	0.99828	0.99825	1.0	19726	0	-2.722
Mrps5	4	0.0017196	0.0062678	0.076661	1706	3	-1.4124	0.96583	0.96574	1.0	18526	0	-1.4124
Rbm33	4	0.0017264	0.0062958	0.076921	1707	4	-0.72364	0.99827	0.99828	1.0	19724	0	-0.72364
Med18	4	0.0017287	0.0063032	0.076962	1708	3	-1.8396	0.65155	0.65489	1.0	12915	1	-1.8396
Dnajb6	4	0.0017317	0.006314	0.077048	1709	4	-0.68763	0.99827	0.99827	1.0	19723	0	-0.68763
Gtf2i	4	0.0017439	0.0063541	0.077493	1710	4	-0.55359	0.99826	0.99826	1.0	19720	0	-0.55359
Thap12	4	0.0017448	0.0063578	0.077494	1711	4	-0.75304	0.99826	0.99826	1.0	19719	0	-0.75304
Dis3	4	0.0017523	0.0063844	0.077746	1712	4	-1.0718	0.99825	0.99825	1.0	19716	0	-1.0718
Adat3	4	0.0017547	0.0063914	0.07777	1713	4	-0.52679	0.99825	0.99825	1.0	19715	0	-0.52679
Ccdc47	4	0.0017633	0.0064268	0.078156	1714	4	-0.51848	0.99824	0.99824	1.0	19713	0	-0.51848
Vmn1r-ps70	2	0.0017726	0.0034173	0.047208	1715	2	-2.1376	0.99823	0.99819	1.0	19712	0	-2.1376
Cilk1	4	0.0017805	0.0064902	0.078837	1716	3	-1.8484	0.81684	0.81654	1.0	15792	0	-1.8484
Urm1	4	0.0017833	0.0064991	0.078894	1717	4	-1.1819	0.99822	0.99823	1.0	19710	0	-1.1819
Abcb7	4	0.0017837	0.0065023	0.078894	1718	4	-0.95037	0.99822	0.99823	1.0	19709	0	-0.95037
Uba6	4	0.0017846	0.0065061	0.078894	1719	4	-0.64816	0.99822	0.99823	1.0	19708	0	-0.64816
Pafah1b1	4	0.0017898	0.0065243	0.079069	1720	3	-1.9248	0.88007	0.87975	1.0	16914	0	-1.9248
Rbbp8	4	0.0017951	0.0065373	0.079183	1721	4	-0.98534	0.9982	0.99822	1.0	19707	0	-0.98534
Armcx6	4	0.0018017	0.0065592	0.079357	1722	4	-0.59824	0.9982	0.99821	1.0	19706	0	-0.59824
Mrpl9	4	0.0018034	0.0065658	0.079391	1723	3	-1.5296	0.85955	0.85916	1.0	16555	0	-1.5296
Pou3f2	4	0.0018065	0.006577	0.079481	1724	4	-0.65577	0.99819	0.99821	1.0	19705	0	-0.65577
Faap100	4	0.0018207	0.0066199	0.079818	1725	4	-0.57747	0.99818	0.9982	1.0	19704	0	-0.57747
Orc2	4	0.001823	0.0066287	0.079879	1726	3	-1.2351	0.99597	0.99598	1.0	19474	0	-1.2351
Eif3h	4	0.0018265	0.0066408	0.07998	1727	3	-1.3885	0.99565	0.99566	1.0	19445	0	-1.3885
Gm20763	2	0.0018302	0.0035343	0.04851	1728	2	-1.7854	0.99817	0.99814	1.0	19703	0	-1.7854
Notum	4	0.001838	0.0066819	0.080429	1729	4	-0.6029	0.99816	0.99818	1.0	19701	0	-0.6029
Zmiz1	4	0.0018411	0.006694	0.080492	1730	3	-1.1761	0.91696	0.91678	1.0	17579	0	-1.1761
Gm8741	1	0.0018415	0.0018263	0.02909	1731	1	-5.5251	0.99816	0.99818	1.0	19700	0	-5.5251
Zfp574	4	0.001842	0.0066982	0.080492	1732	4	-0.9486	0.99816	0.99818	1.0	19699	0	-0.9486
Gtf3c5	4	0.0018429	0.0067047	0.080492	1733	4	-1.1902	0.99816	0.99818	1.0	19698	0	-1.1902
Yars2	4	0.0018604	0.0067663	0.081123	1734	4	-1.6004	0.99814	0.99816	1.0	19696	0	-1.6004
Smg5	4	0.001864	0.0067793	0.081233	1735	4	-1.291	0.99814	0.99815	1.0	19695	0	-1.291
Fthl17-ps1	10	0.0018705	0.010062	0.110527	1736	7	-0.38427	0.94654	0.94679	1.0	18118	1	-0.38427
Rpia	4	0.0018723	0.006812	0.08156	1737	3	-1.5014	0.39123	0.47222	1.0	9478	1	-1.5014
N6amt1	4	0.0018735	0.0068143	0.08156	1738	4	-1.1088	0.99813	0.99814	1.0	19694	0	-1.1088
Gm9803	2	0.0018757	0.0036285	0.049578	1739	2	-1.3392	0.99812	0.99809	1.0	19693	0	-1.3392
Pmm2	4	0.001879	0.0068334	0.081743	1740	4	-0.75586	0.99812	0.99813	1.0	19692	0	-0.75586
Nop2	4	0.0018828	0.0068474	0.081864	1741	3	-1.8893	0.97067	0.97056	1.0	18624	0	-1.8893
Dnajc9	4	0.0018912	0.0068838	0.082253	1742	4	-1.9416	0.99811	0.99812	1.0	19691	0	-1.9416
Pcx	4	0.0018953	0.006902	0.082424	1743	4	-0.8415	0.9981	0.99812	1.0	19690	0	-0.8415
Phf20	4	0.0019017	0.0069197	0.082589	1744	4	-0.9036	0.9981	0.99812	1.0	19688	0	-0.9036
Psmg2	4	0.0019287	0.0070139	0.0836	1745	3	-1.1782	0.8942	0.89393	1.0	17153	0	-1.1782
Ppil1	4	0.0019298	0.0070162	0.0836	1746	4	-1.4014	0.99807	0.99808	1.0	19685	0	-1.4014
Cd7	4	0.0019349	0.0070318	0.083701	1747	4	-0.61544	0.99807	0.99808	1.0	19683	0	-0.61544
Cenpk	4	0.0019394	0.0070414	0.083759	1748	3	-1.4962	0.71095	0.71053	1.0	13948	0	-1.4962
Tomm40	4	0.0019464	0.007075	0.084111	1749	3	-1.4104	0.99537	0.99537	1.0	19427	0	-1.4104
Naf1	4	0.0019489	0.0070834	0.084164	1750	4	-0.77483	0.99805	0.99806	1.0	19680	0	-0.77483
Ranbp1	4	0.0019545	0.0071043	0.084366	1751	4	-1.022	0.99805	0.99805	1.0	19679	0	-1.022
Rpusd4	4	0.0019573	0.0071174	0.084474	1752	4	-0.879	0.99804	0.99805	1.0	19678	0	-0.879
Zc3h4	4	0.0019641	0.0071449	0.084706	1753	4	-0.69313	0.99804	0.99805	1.0	19676	0	-0.69313
Bbs9	4	0.001969	0.0071626	0.084868	1754	3	-1.4505	0.96184	0.96175	1.0	18444	0	-1.4505
Nol11	4	0.0019898	0.0072419	0.08576	1755	4	-1.2673	0.99801	0.99802	1.0	19673	0	-1.2673
Upf2	4	0.0019952	0.0072596	0.085922	1756	3	-1.217	0.95176	0.95164	1.0	18220	0	-1.217
Nifk	4	0.0020016	0.0072871	0.086151	1757	3	-1.9216	0.99591	0.99592	1.0	19468	0	-1.9216
Ndufs5	4	0.0020089	0.007316	0.086445	1758	3	-1.6107	0.99583	0.99584	1.0	19462	0	-1.6107
Setd5	4	0.0020126	0.0073319	0.086584	1759	4	-1.0659	0.99799	0.998	1.0	19671	0	-1.0659
Armc9	4	0.0020144	0.0073375	0.086602	1760	3	-1.6207	0.83783	0.83732	1.0	16173	0	-1.6207
Nsmce2	4	0.0020155	0.0073426	0.086614	1761	4	-1.0244	0.99798	0.998	1.0	19670	0	-1.0244
Pigt	4	0.0020193	0.0073543	0.086704	1762	4	-0.52846	0.99798	0.99799	1.0	19669	0	-0.52846
Mre11a	4	0.00203	0.0073841	0.087007	1763	4	-1.337	0.99702	0.997	1.0	19558	0	-1.337
Mtif2	4	0.0020323	0.0073902	0.08703	1764	4	-0.74978	0.99797	0.99798	1.0	19668	0	-0.74978
Drap1	4	0.0020352	0.0074004	0.087103	1765	4	-0.93265	0.99796	0.99798	1.0	19667	0	-0.93265
Ppp1r12a	4	0.0020466	0.0074415	0.087489	1766	3	-1.2282	0.85289	0.85246	1.0	16442	0	-1.2282
Mrpl10	4	0.0020492	0.007448	0.087517	1767	4	-1.375	0.99795	0.99796	1.0	19666	0	-1.375
Cherp	4	0.002054	0.0074634	0.08765	1768	4	-1.4037	0.99794	0.99795	1.0	19663	0	-1.4037
Gm11808	1	0.0020552	0.002044	0.031755	1769	1	-3.0428	0.99794	0.99796	1.0	19665	0	-3.0428
Emg1	4	0.0020606	0.0074811	0.087809	1770	4	-1.5308	0.99794	0.99796	1.0	19664	0	-1.5308
Mtf1	4	0.0020642	0.0074951	0.087898	1771	4	-0.71957	0.99794	0.99795	1.0	19662	0	-0.71957
Spata5	4	0.0020809	0.0075623	0.088544	1772	3	-1.8031	0.79441	0.79418	1.0	15398	0	-1.8031
Cdk11b	4	0.0020819	0.0075646	0.088544	1773	3	-1.1364	0.94342	0.94329	1.0	18078	0	-1.1364
Mmp9	4	0.0020838	0.0075753	0.088621	1774	4	-0.57723	0.99792	0.99793	1.0	19660	0	-0.57723
Sirt7	4	0.0020847	0.0075818	0.088648	1775	4	-1.0877	0.99768	0.99768	1.0	19621	0	-1.0877
Utp6	4	0.0020903	0.0076019	0.088823	1776	3	-1.5946	0.89683	0.89655	1.0	17192	0	-1.5946
Ippk	3	0.002093	0.0058672	0.072556	1777	3	-1.0727	0.99791	0.99793	1.0	19659	0	-1.0727
Cstf1	4	0.0020965	0.0076271	0.08903	1778	4	-1.7345	0.9979	0.99792	1.0	19658	0	-1.7345
Rabif	4	0.0021101	0.0076737	0.089476	1779	4	-0.55507	0.99789	0.9979	1.0	19657	0	-0.55507
Cenpj	4	0.0021119	0.0076826	0.089514	1780	3	-1.4179	0.95524	0.95511	1.0	18291	0	-1.4179
Cks2	4	0.0021129	0.0076854	0.089514	1781	3	-1.1834	0.98151	0.98152	1.0	18877	0	-1.1834
Cfap298	4	0.0021168	0.0076989	0.089573	1782	4	-0.99414	0.99788	0.9979	1.0	19656	0	-0.99414
Tiprl	4	0.0021218	0.0077152	0.089713	1783	3	-1.2673	0.99003	0.98997	1.0	19157	0	-1.2673
Copb1	4	0.0021312	0.0077483	0.090049	1784	4	-0.8616	0.99787	0.99788	1.0	19654	0	-0.8616
Enpp7	4	0.0021356	0.0077632	0.090173	1785	3	-1.0564	0.97817	0.97816	1.0	18802	0	-1.0564
Cluap1	4	0.0021508	0.0078169	0.090684	1786	3	-1.6515	0.47551	0.52341	1.0	10456	1	-1.6515
Phf12	4	0.0021523	0.0078206	0.090684	1787	4	-0.99125	0.99785	0.99786	1.0	19653	0	-0.99125
Mipep	4	0.0021568	0.0078364	0.090726	1788	4	-1.1932	0.99784	0.99786	1.0	19652	0	-1.1932
Lemd2	4	0.0021729	0.0078919	0.091269	1789	4	-0.66159	0.99783	0.99784	1.0	19650	0	-0.66159
Jtb	4	0.0021785	0.0079115	0.091401	1790	4	-0.64121	0.99782	0.99784	1.0	19649	0	-0.64121
Clasrp	4	0.0021786	0.007912	0.091401	1791	3	-1.7264	0.99341	0.99339	1.0	19312	0	-1.7264
H2ac4	3	0.0021787	0.0061009	0.074878	1792	3	-1.1363	0.99782	0.99784	1.0	19648	0	-1.1363
Tmc6	4	0.00218	0.007918	0.091421	1793	4	-0.51556	0.99782	0.99783	1.0	19647	0	-0.51556
Gm15927	2	0.0021812	0.0042273	0.055924	1794	2	-2.786	0.99782	0.99776	1.0	19645	0	-2.786
Slc30a9	4	0.0021912	0.0079493	0.091732	1795	4	-0.73121	0.99781	0.99782	1.0	19643	0	-0.73121
Denr	4	0.0021938	0.0079572	0.091774	1796	4	-0.79502	0.99781	0.99782	1.0	19642	0	-0.79502
Gm7392	1	0.002206	0.0021974	0.033543	1797	1	-3.0233	0.99779	0.99781	1.0	19640	0	-3.0233
Anapc4	4	0.0022086	0.0080104	0.092337	1798	4	-1.578	0.99747	0.99747	1.0	19598	0	-1.578
1700001P01Rik	4	0.0022129	0.008029	0.092406	1799	4	-0.50369	0.99779	0.9978	1.0	19639	0	-0.50369
Med17	4	0.0022144	0.0080355	0.092406	1800	3	-1.1499	0.84291	0.84239	1.0	16272	0	-1.1499
Pycr1	4	0.0022152	0.0080381	0.092406	1801	4	-0.43273	0.99778	0.9978	1.0	19637	0	-0.43273
Npas3	4	0.0022209	0.0080565	0.092514	1802	4	-0.6077	0.99778	0.99779	1.0	19636	0	-0.6077
Farsb	4	0.0022222	0.0080612	0.092514	1803	3	-2.24	0.7129	0.71247	1.0	13996	0	-2.24
Lrrc46	4	0.002223	0.0080645	0.092514	1804	4	-0.63367	0.99778	0.99779	1.0	19635	0	-0.63367
Cep19	4	0.0022232	0.0080649	0.092514	1805	3	-1.53	0.98441	0.9844	1.0	18955	0	-1.53
Rbm15	4	0.0022276	0.008084	0.092659	1806	4	-0.76307	0.99777	0.99778	1.0	19634	0	-0.76307
Cept1	4	0.0022286	0.0080864	0.092659	1807	4	-0.89775	0.99777	0.99778	1.0	19633	0	-0.89775
Polr2f	4	0.002232	0.0080999	0.092764	1808	3	-1.8311	0.99504	0.99504	1.0	19395	0	-1.8311
Rpl23	2	0.0022337	0.0043336	0.057081	1809	2	-3.1728	0.99777	0.9977	1.0	19631	0	-3.1728
Isy1	4	0.0022343	0.0081069	0.092785	1810	4	-1.3097	0.99777	0.99778	1.0	19630	0	-1.3097
Lin54	4	0.0022359	0.0081116	0.092785	1811	3	-1.1627	0.99602	0.99603	1.0	19477	0	-1.1627
Samm50	4	0.0022369	0.0081148	0.092785	1812	3	-1.192	0.82409	0.82372	1.0	15927	0	-1.192
Sde2	4	0.0022398	0.0081218	0.092815	1813	3	-1.956	0.96613	0.96603	1.0	18533	0	-1.956
Mrps18a	4	0.0022428	0.0081302	0.092861	1814	3	-1.4084	0.99483	0.99482	1.0	19376	0	-1.4084
Gm13212	6	0.0022436	0.0094792	0.104939	1815	5	-0.53712	0.99964	0.99962	1.0	20118	0	-0.53712
Wrap53	4	0.0022623	0.0082006	0.093565	1816	4	-0.59206	0.99774	0.99775	1.0	19629	0	-0.59206
Gnb1l	4	0.0022685	0.0082155	0.093685	1817	2	-1.0663	0.77776	0.77753	1.0	15095	0	-1.0663
H3c8	2	0.0022773	0.0044128	0.057838	1818	2	-2.034	0.99772	0.99766	1.0	19628	0	-2.034
Cyth1	4	0.0022785	0.008257	0.094057	1819	4	-0.45227	0.99772	0.99773	1.0	19627	0	-0.45227
Sugt1	4	0.0022812	0.0082668	0.094118	1820	3	-1.5168	0.50666	0.54381	1.0	10852	1	-1.5168
Ube2o	4	0.0022859	0.0082766	0.094179	1821	4	-0.69186	0.99771	0.99772	1.0	19625	0	-0.69186
Gtf2f2	4	0.0022959	0.0083088	0.094494	1822	4	-1.5519	0.9977	0.99771	1.0	19624	0	-1.5519
Arhgef2	4	0.0022972	0.0083163	0.094528	1823	4	-0.49834	0.9977	0.99771	1.0	19623	0	-0.49834
Ctu1	4	0.002308	0.0083536	0.094854	1824	4	-0.97401	0.99769	0.9977	1.0	19622	0	-0.97401
